target,condition,source_context,n_source_perturbed_cells,n_source_batches,n_source_control_cells
K562,DSN1+ctrl,hepg2,26,20,4976
K562,DTL+ctrl,hepg2,60,34,4976
K562,DYNC1H1+ctrl,hepg2,17,16,4976
K562,DYNC1I2+ctrl,hepg2,46,31,4976
K562,EBNA1BP2+ctrl,hepg2,52,33,4976
K562,ECD+ctrl,hepg2,33,25,4976
K562,EEF2+ctrl,hepg2,46,30,4976
K562,EIF1AX+ctrl,hepg2,67,39,4976
K562,EIF2B1+ctrl,hepg2,177,52,4976
K562,EIF2B5+ctrl,hepg2,111,45,4976
K562,EIF2S1+ctrl,hepg2,69,36,4976
K562,EIF2S2+ctrl,hepg2,62,40,4976
K562,EIF2S3+ctrl,hepg2,48,30,4976
K562,EIF3B+ctrl,hepg2,105,47,4976
K562,EIF3E+ctrl,hepg2,25,19,4976
K562,EIF3I+ctrl,hepg2,83,45,4976
K562,EIF3J+ctrl,hepg2,43,33,4976
K562,EIF4E+ctrl,hepg2,52,33,4976
K562,EIF4G2+ctrl,hepg2,45,33,4976
K562,EIF5+ctrl,hepg2,29,25,4976
K562,EIF6+ctrl,hepg2,92,40,4976
K562,ERCC2+ctrl,hepg2,54,30,4976
K562,ESF1+ctrl,hepg2,124,49,4976
K562,ETF1+ctrl,hepg2,72,43,4976
K562,EXOC7+ctrl,hepg2,65,39,4976
K562,EXOSC10+ctrl,hepg2,29,21,4976
K562,EXOSC2+ctrl,hepg2,114,50,4976
K562,EXOSC3+ctrl,hepg2,82,39,4976
K562,EXOSC7+ctrl,hepg2,45,27,4976
K562,FAM136A+ctrl,hepg2,261,53,4976
K562,FAM32A+ctrl,hepg2,53,34,4976
K562,FARSA+ctrl,hepg2,45,27,4976
K562,FBL+ctrl,hepg2,27,21,4976
K562,FBXO5+ctrl,hepg2,29,23,4976
K562,FTSJ3+ctrl,hepg2,27,20,4976
K562,GARS+ctrl,hepg2,53,32,4976
K562,GFER+ctrl,hepg2,43,31,4976
K562,GFM1+ctrl,hepg2,717,55,4976
K562,GINS2+ctrl,hepg2,60,35,4976
K562,GLE1+ctrl,hepg2,97,48,4976
K562,GMPS+ctrl,hepg2,26,19,4976
K562,GNL3+ctrl,hepg2,98,51,4976
K562,GNL3L+ctrl,hepg2,59,38,4976
K562,GPN1+ctrl,hepg2,54,34,4976
K562,GPN3+ctrl,hepg2,80,39,4976
K562,GRSF1+ctrl,hepg2,61,31,4976
K562,GTF2B+ctrl,hepg2,24,18,4976
K562,GTF2E1+ctrl,hepg2,53,32,4976
K562,GTF2F2+ctrl,hepg2,73,39,4976
K562,HDAC7+ctrl,hepg2,44,31,4976
K562,HGS+ctrl,hepg2,42,28,4976
K562,HMGCS1+ctrl,hepg2,56,33,4976
K562,HNRNPH1+ctrl,hepg2,48,30,4976
K562,HNRNPM+ctrl,hepg2,29,24,4976
K562,HSPA5+ctrl,hepg2,91,43,4976
K562,HSPA8+ctrl,hepg2,49,28,4976
K562,HSPA9+ctrl,hepg2,98,45,4976
K562,HSPE1+ctrl,hepg2,84,42,4976
K562,IARS+ctrl,hepg2,31,25,4976
K562,ICE1+ctrl,hepg2,43,28,4976
K562,IGBP1+ctrl,hepg2,48,29,4976
K562,ILF2+ctrl,hepg2,46,31,4976
K562,IMPDH2+ctrl,hepg2,85,42,4976
K562,INO80B+ctrl,hepg2,44,30,4976
K562,INTS3+ctrl,hepg2,71,39,4976
K562,INTS4+ctrl,hepg2,60,34,4976
K562,INTS9+ctrl,hepg2,87,42,4976
K562,IPO9+ctrl,hepg2,42,27,4976
K562,ISCU+ctrl,hepg2,79,38,4976
K562,ISG20L2+ctrl,hepg2,69,38,4976
K562,KANSL1+ctrl,hepg2,36,23,4976
K562,KAT8+ctrl,hepg2,30,25,4976
K562,KPNB1+ctrl,hepg2,46,32,4976
K562,KRI1+ctrl,hepg2,63,34,4976
K562,KRR1+ctrl,hepg2,35,27,4976
K562,LAS1L+ctrl,hepg2,78,42,4976
K562,LETM1+ctrl,hepg2,69,40,4976
K562,LSG1+ctrl,hepg2,82,37,4976
K562,LSM3+ctrl,hepg2,29,19,4976
K562,LSM4+ctrl,hepg2,42,36,4976
K562,LSM5+ctrl,hepg2,86,39,4976
K562,LSM6+ctrl,hepg2,55,33,4976
K562,LSM7+ctrl,hepg2,62,36,4976
K562,MAD2L1+ctrl,hepg2,86,44,4976
K562,MAK16+ctrl,hepg2,37,25,4976
K562,MARS+ctrl,hepg2,42,30,4976
K562,MAX+ctrl,hepg2,43,29,4976
K562,MCM2+ctrl,hepg2,40,31,4976
K562,MCM3+ctrl,hepg2,132,47,4976
K562,MCM3AP+ctrl,hepg2,56,37,4976
K562,MCM4+ctrl,hepg2,21,17,4976
K562,MCM6+ctrl,hepg2,123,47,4976
K562,MED11+ctrl,hepg2,86,36,4976
K562,MED17+ctrl,hepg2,32,23,4976
K562,MED19+ctrl,hepg2,110,47,4976
K562,MED26+ctrl,hepg2,31,25,4976
K562,MED29+ctrl,hepg2,36,24,4976
K562,MED30+ctrl,hepg2,36,29,4976
K562,MED4+ctrl,hepg2,130,47,4976
K562,METAP2+ctrl,hepg2,35,23,4976
K562,MICOS10+ctrl,hepg2,54,36,4976
K562,MIOS+ctrl,hepg2,62,38,4976
K562,MNAT1+ctrl,hepg2,67,36,4976
K562,MPHOSPH10+ctrl,hepg2,79,40,4976
K562,MRGBP+ctrl,hepg2,110,48,4976
K562,MRPL14+ctrl,hepg2,44,29,4976
K562,MRPL17+ctrl,hepg2,27,23,4976
K562,MRPL18+ctrl,hepg2,34,25,4976
K562,MRPL3+ctrl,hepg2,64,33,4976
K562,MRPL36+ctrl,hepg2,397,55,4976
K562,MRPL37+ctrl,hepg2,32,24,4976
K562,MRPL38+ctrl,hepg2,50,37,4976
K562,MRPL41+ctrl,hepg2,50,33,4976
K562,MRPL43+ctrl,hepg2,21,16,4976
K562,MRPL51+ctrl,hepg2,40,28,4976
K562,MRPL54+ctrl,hepg2,48,31,4976
K562,MRPS2+ctrl,hepg2,26,20,4976
K562,MRPS21+ctrl,hepg2,80,40,4976
K562,MRPS23+ctrl,hepg2,39,25,4976
K562,MRPS35+ctrl,hepg2,32,26,4976
K562,MRPS7+ctrl,hepg2,36,25,4976
K562,MRPS9+ctrl,hepg2,30,20,4976
K562,MYBBP1A+ctrl,hepg2,64,39,4976
K562,MYBL2+ctrl,hepg2,129,46,4976
K562,MZT1+ctrl,hepg2,31,25,4976
K562,NAA10+ctrl,hepg2,31,25,4976
K562,NAA20+ctrl,hepg2,37,29,4976
K562,NACA+ctrl,hepg2,44,30,4976
K562,NCBP2+ctrl,hepg2,17,15,4976
K562,NDUFA2+ctrl,hepg2,31,19,4976
K562,NDUFB4+ctrl,hepg2,32,26,4976
K562,NDUFB8+ctrl,hepg2,33,25,4976
K562,NELFA+ctrl,hepg2,43,32,4976
K562,NELFCD+ctrl,hepg2,49,32,4976
K562,NFRKB+ctrl,hepg2,67,37,4976
K562,NFS1+ctrl,hepg2,84,40,4976
K562,NOC3L+ctrl,hepg2,82,38,4976
K562,NOL11+ctrl,hepg2,53,37,4976
K562,NOL12+ctrl,hepg2,63,39,4976
K562,NOL8+ctrl,hepg2,120,50,4976
K562,NRBP1+ctrl,hepg2,45,32,4976
K562,NRDE2+ctrl,hepg2,51,32,4976
K562,NUBP1+ctrl,hepg2,27,21,4976
K562,NUMA1+ctrl,hepg2,30,21,4976
K562,NUP133+ctrl,hepg2,203,54,4976
K562,NUP160+ctrl,hepg2,55,34,4976
K562,NUP54+ctrl,hepg2,34,25,4976
K562,NUP85+ctrl,hepg2,133,52,4976
K562,NUTF2+ctrl,hepg2,80,43,4976
K562,OGFOD1+ctrl,hepg2,55,31,4976
K562,OPA1+ctrl,hepg2,39,26,4976
K562,ORC1+ctrl,hepg2,62,38,4976
K562,PABPN1+ctrl,hepg2,46,33,4976
K562,PAF1+ctrl,hepg2,32,25,4976
K562,PAM16+ctrl,hepg2,56,32,4976
K562,PAXBP1+ctrl,hepg2,77,37,4976
K562,PCID2+ctrl,hepg2,55,32,4976
K562,PDAP1+ctrl,hepg2,33,20,4976
K562,PDCD2+ctrl,hepg2,28,23,4976
K562,PDCD7+ctrl,hepg2,29,18,4976
K562,PDRG1+ctrl,hepg2,49,33,4976
K562,PELP1+ctrl,hepg2,81,42,4976
K562,PET117+ctrl,hepg2,49,37,4976
K562,PFDN2+ctrl,hepg2,44,31,4976
K562,PGD+ctrl,hepg2,30,24,4976
K562,PHAX+ctrl,hepg2,70,39,4976
K562,PHB2+ctrl,hepg2,49,29,4976
K562,PMPCB+ctrl,hepg2,106,49,4976
K562,PNN+ctrl,hepg2,141,52,4976
K562,PNO1+ctrl,hepg2,50,34,4976
K562,POLA1+ctrl,hepg2,57,34,4976
K562,POLA2+ctrl,hepg2,25,20,4976
K562,POLD2+ctrl,hepg2,35,23,4976
K562,POLR2A+ctrl,hepg2,20,16,4976
K562,POLR2D+ctrl,hepg2,67,43,4976
K562,POLR2F+ctrl,hepg2,59,37,4976
K562,POLR2G+ctrl,hepg2,39,25,4976
K562,POLR2H+ctrl,hepg2,36,27,4976
K562,POLR2I+ctrl,hepg2,130,50,4976
K562,POLR3D+ctrl,hepg2,53,33,4976
K562,POLR3E+ctrl,hepg2,49,34,4976
K562,POLR3F+ctrl,hepg2,51,36,4976
K562,POLRMT+ctrl,hepg2,62,35,4976
K562,POP4+ctrl,hepg2,81,40,4976
K562,POP5+ctrl,hepg2,86,39,4976
K562,POP7+ctrl,hepg2,60,37,4976
K562,PPIH+ctrl,hepg2,29,21,4976
K562,PPIL4+ctrl,hepg2,24,20,4976
K562,PPP1R11+ctrl,hepg2,41,28,4976
K562,PPP1R8+ctrl,hepg2,68,41,4976
K562,PPP2R1A+ctrl,hepg2,152,52,4976
K562,PRIM2+ctrl,hepg2,34,25,4976
K562,PRMT1+ctrl,hepg2,23,16,4976
K562,PRMT5+ctrl,hepg2,76,37,4976
K562,PRPF18+ctrl,hepg2,47,31,4976
K562,PRRC2A+ctrl,hepg2,41,29,4976
K562,PSMA2+ctrl,hepg2,26,19,4976
K562,PSMA3+ctrl,hepg2,38,25,4976
K562,PSMA6+ctrl,hepg2,19,18,4976
K562,PSMA7+ctrl,hepg2,25,18,4976
K562,PSMB2+ctrl,hepg2,48,29,4976
K562,PSMB3+ctrl,hepg2,37,27,4976
K562,PSMB6+ctrl,hepg2,33,24,4976
K562,PSMC1+ctrl,hepg2,45,30,4976
K562,PSMC2+ctrl,hepg2,27,18,4976
K562,PSMC4+ctrl,hepg2,47,29,4976
K562,PSMC6+ctrl,hepg2,27,22,4976
K562,PSMD1+ctrl,hepg2,20,15,4976
K562,PSMD11+ctrl,hepg2,24,18,4976
K562,PSMD12+ctrl,hepg2,18,17,4976
K562,PSMD4+ctrl,hepg2,25,16,4976
K562,PSMD6+ctrl,hepg2,26,21,4976
K562,PTCD1+ctrl,hepg2,46,29,4976
K562,QARS+ctrl,hepg2,65,41,4976
K562,RABGGTA+ctrl,hepg2,240,53,4976
K562,RAE1+ctrl,hepg2,43,32,4976
K562,RAN+ctrl,hepg2,56,33,4976
K562,RARS2+ctrl,hepg2,84,40,4976
K562,RBBP4+ctrl,hepg2,39,26,4976
K562,RBM17+ctrl,hepg2,32,25,4976
K562,RBM25+ctrl,hepg2,21,18,4976
K562,RBM28+ctrl,hepg2,72,39,4976
K562,RBM39+ctrl,hepg2,50,32,4976
K562,RBM42+ctrl,hepg2,58,37,4976
K562,RBM48+ctrl,hepg2,51,33,4976
K562,RBM8A+ctrl,hepg2,13,12,4976
K562,RCL1+ctrl,hepg2,102,50,4976
K562,REXO2+ctrl,hepg2,27,17,4976
K562,RFC2+ctrl,hepg2,50,29,4976
K562,RFC4+ctrl,hepg2,35,27,4976
K562,RFC5+ctrl,hepg2,48,31,4976
K562,RINT1+ctrl,hepg2,39,29,4976
K562,RIOK2+ctrl,hepg2,24,22,4976
K562,RMI1+ctrl,hepg2,35,24,4976
K562,RNASEH2C+ctrl,hepg2,123,47,4976
K562,RNF113A+ctrl,hepg2,35,28,4976
K562,RNF20+ctrl,hepg2,25,22,4976
K562,RNMT+ctrl,hepg2,47,30,4976
K562,RNPS1+ctrl,hepg2,20,17,4976
K562,RPA1+ctrl,hepg2,34,25,4976
K562,RPAP1+ctrl,hepg2,53,31,4976
K562,RPAP2+ctrl,hepg2,51,33,4976
K562,RPL10+ctrl,hepg2,69,41,4976
K562,RPL11+ctrl,hepg2,35,24,4976
K562,RPL12+ctrl,hepg2,79,40,4976
K562,RPL14+ctrl,hepg2,57,31,4976
K562,RPL17+ctrl,hepg2,75,42,4976
K562,RPL18+ctrl,hepg2,77,38,4976
K562,RPL19+ctrl,hepg2,25,23,4976
K562,RPL21+ctrl,hepg2,26,21,4976
K562,RPL23A+ctrl,hepg2,66,37,4976
K562,RPL26+ctrl,hepg2,81,40,4976
K562,RPL32+ctrl,hepg2,96,46,4976
K562,RPL34+ctrl,hepg2,42,28,4976
K562,RPL35+ctrl,hepg2,81,42,4976
K562,RPL35A+ctrl,hepg2,178,48,4976
K562,RPL37A+ctrl,hepg2,71,34,4976
K562,RPL38+ctrl,hepg2,36,28,4976
K562,RPL39+ctrl,hepg2,29,23,4976
K562,RPL4+ctrl,hepg2,92,42,4976
K562,RPL5+ctrl,hepg2,44,32,4976
K562,RPL7+ctrl,hepg2,112,46,4976
K562,RPL9+ctrl,hepg2,61,35,4976
K562,RPLP0+ctrl,hepg2,85,40,4976
K562,RPP30+ctrl,hepg2,77,39,4976
K562,RPS10+ctrl,hepg2,41,29,4976
K562,RPS11+ctrl,hepg2,39,26,4976
K562,RPS15+ctrl,hepg2,55,31,4976
K562,RPS15A+ctrl,hepg2,33,25,4976
K562,RPS19BP1+ctrl,hepg2,61,40,4976
K562,RPS2+ctrl,hepg2,82,41,4976
K562,RPS20+ctrl,hepg2,44,27,4976
K562,RPS24+ctrl,hepg2,61,38,4976
K562,RPS27+ctrl,hepg2,91,47,4976
K562,RPS27A+ctrl,hepg2,109,46,4976
K562,RPS28+ctrl,hepg2,31,23,4976
K562,RPS29+ctrl,hepg2,59,34,4976
K562,RPS3+ctrl,hepg2,45,37,4976
K562,RPS3A+ctrl,hepg2,52,32,4976
K562,RPS4X+ctrl,hepg2,47,30,4976
K562,RPS6+ctrl,hepg2,63,40,4976
K562,RPSA+ctrl,hepg2,36,25,4976
K562,RPTOR+ctrl,hepg2,25,20,4976
K562,RRN3+ctrl,hepg2,67,36,4976
K562,RRP1+ctrl,hepg2,23,16,4976
K562,RRP12+ctrl,hepg2,66,39,4976
K562,RRP7A+ctrl,hepg2,67,38,4976
K562,RSL1D1+ctrl,hepg2,116,46,4976
K562,RSL24D1+ctrl,hepg2,37,25,4976
K562,RTF1+ctrl,hepg2,22,16,4976
K562,RUVBL1+ctrl,hepg2,43,30,4976
K562,SAMM50+ctrl,hepg2,25,20,4976
K562,SAP18+ctrl,hepg2,30,23,4976
K562,SARS2+ctrl,hepg2,35,27,4976
K562,SART3+ctrl,hepg2,337,54,4976
K562,SBNO1+ctrl,hepg2,45,29,4976
K562,SCAF1+ctrl,hepg2,79,37,4976
K562,SCFD1+ctrl,hepg2,46,29,4976
K562,SDAD1+ctrl,hepg2,66,39,4976
K562,SDC1+ctrl,hepg2,59,36,4976
K562,SDHC+ctrl,hepg2,34,25,4976
K562,SEC61A1+ctrl,hepg2,80,42,4976
K562,SEC61G+ctrl,hepg2,70,39,4976
K562,SETD1A+ctrl,hepg2,78,38,4976
K562,SETDB1+ctrl,hepg2,62,37,4976
K562,SF1+ctrl,hepg2,27,23,4976
K562,SF3A2+ctrl,hepg2,96,47,4976
K562,SF3B5+ctrl,hepg2,94,45,4976
K562,SFPQ+ctrl,hepg2,52,29,4976
K562,SFSWAP+ctrl,hepg2,25,23,4976
K562,SKA3+ctrl,hepg2,57,33,4976
K562,SLBP+ctrl,hepg2,43,27,4976
K562,SLC39A9+ctrl,hepg2,45,29,4976
K562,SLC7A6OS+ctrl,hepg2,47,32,4976
K562,SLU7+ctrl,hepg2,290,56,4976
K562,SMC1A+ctrl,hepg2,69,36,4976
K562,SMC4+ctrl,hepg2,26,22,4976
K562,SMG5+ctrl,hepg2,153,52,4976
K562,SMN2+ctrl,hepg2,446,56,4976
K562,SNAPC1+ctrl,hepg2,27,21,4976
K562,SNIP1+ctrl,hepg2,34,25,4976
K562,SNRNP200+ctrl,hepg2,92,45,4976
K562,SNRNP70+ctrl,hepg2,57,36,4976
K562,SNRPB+ctrl,hepg2,37,26,4976
K562,SNRPC+ctrl,hepg2,100,45,4976
K562,SNRPD1+ctrl,hepg2,29,21,4976
K562,SNRPD3+ctrl,hepg2,36,24,4976
K562,SNRPF+ctrl,hepg2,28,20,4976
K562,SPCS3+ctrl,hepg2,41,24,4976
K562,SRBD1+ctrl,hepg2,136,49,4976
K562,SRRM1+ctrl,hepg2,35,26,4976
K562,SRRM2+ctrl,hepg2,27,22,4976
K562,SRSF1+ctrl,hepg2,30,24,4976
K562,SRSF7+ctrl,hepg2,52,33,4976
K562,SS18L2+ctrl,hepg2,34,27,4976
K562,SSU72+ctrl,hepg2,178,52,4976
K562,STARD7+ctrl,hepg2,23,22,4976
K562,STRAP+ctrl,hepg2,42,32,4976
K562,SUGP1+ctrl,hepg2,29,21,4976
K562,SUPT16H+ctrl,hepg2,40,30,4976
K562,SUPT5H+ctrl,hepg2,29,24,4976
K562,SUPV3L1+ctrl,hepg2,25,21,4976
K562,SURF6+ctrl,hepg2,63,37,4976
K562,TADA3+ctrl,hepg2,33,27,4976
K562,TAF10+ctrl,hepg2,47,29,4976
K562,TAF1C+ctrl,hepg2,40,27,4976
K562,TAF6+ctrl,hepg2,44,29,4976
K562,TAF7+ctrl,hepg2,44,33,4976
K562,TBCB+ctrl,hepg2,43,30,4976
K562,TCERG1+ctrl,hepg2,33,22,4976
K562,TCOF1+ctrl,hepg2,114,46,4976
K562,TERF2+ctrl,hepg2,72,36,4976
K562,THAP11+ctrl,hepg2,83,42,4976
K562,THOC6+ctrl,hepg2,59,33,4976
K562,THOC7+ctrl,hepg2,201,53,4976
K562,TIMM13+ctrl,hepg2,66,37,4976
K562,TIMM23B+ctrl,hepg2,260,52,4976
K562,TIMM44+ctrl,hepg2,44,29,4976
K562,TIMM9+ctrl,hepg2,31,21,4976
K562,TMX2+ctrl,hepg2,68,33,4976
K562,TOMM22+ctrl,hepg2,66,36,4976
K562,TOP1+ctrl,hepg2,29,21,4976
K562,TPR+ctrl,hepg2,65,38,4976
K562,TPX2+ctrl,hepg2,95,43,4976
K562,TRA2B+ctrl,hepg2,28,23,4976
K562,TRMT112+ctrl,hepg2,60,32,4976
K562,TRMT5+ctrl,hepg2,37,25,4976
K562,TSEN2+ctrl,hepg2,56,32,4976
K562,TSR1+ctrl,hepg2,150,52,4976
K562,TTI1+ctrl,hepg2,37,27,4976
K562,TTK+ctrl,hepg2,72,39,4976
K562,TUBGCP2+ctrl,hepg2,57,33,4976
K562,U2SURP+ctrl,hepg2,52,33,4976
K562,UBA1+ctrl,hepg2,34,26,4976
K562,UBA52+ctrl,hepg2,78,41,4976
K562,UBAP1+ctrl,hepg2,36,24,4976
K562,UBL5+ctrl,hepg2,78,43,4976
K562,UBQLN4+ctrl,hepg2,69,37,4976
K562,UFM1+ctrl,hepg2,32,28,4976
K562,UPF1+ctrl,hepg2,32,23,4976
K562,UPF2+ctrl,hepg2,34,27,4976
K562,UQCC2+ctrl,hepg2,30,20,4976
K562,USP39+ctrl,hepg2,59,35,4976
K562,UTP20+ctrl,hepg2,83,43,4976
K562,UTP23+ctrl,hepg2,88,46,4976
K562,UXT+ctrl,hepg2,42,31,4976
K562,WAC+ctrl,hepg2,24,22,4976
K562,WBP11+ctrl,hepg2,39,26,4976
K562,WDHD1+ctrl,hepg2,55,32,4976
K562,WDR12+ctrl,hepg2,108,49,4976
K562,WDR33+ctrl,hepg2,46,34,4976
K562,XRCC5+ctrl,hepg2,40,26,4976
K562,XRN2+ctrl,hepg2,32,25,4976
K562,YEATS2+ctrl,hepg2,41,29,4976
K562,YTHDC1+ctrl,hepg2,49,32,4976
K562,ZBTB17+ctrl,hepg2,126,49,4976
K562,ZCRB1+ctrl,hepg2,33,25,4976
K562,ZFC3H1+ctrl,hepg2,35,26,4976
K562,ZMAT2+ctrl,hepg2,146,53,4976
K562,ZMAT5+ctrl,hepg2,29,23,4976
K562,ZNF236+ctrl,hepg2,196,52,4976
K562,ZNF574+ctrl,hepg2,62,39,4976
K562,ZNHIT6+ctrl,hepg2,48,35,4976
K562,AAMP+ctrl,jurkat,39,28,12013
K562,AARS+ctrl,jurkat,54,35,12013
K562,ABCE1+ctrl,jurkat,41,27,12013
K562,ABCF1+ctrl,jurkat,93,45,12013
K562,ABT1+ctrl,jurkat,152,51,12013
K562,ACTB+ctrl,jurkat,128,48,12013
K562,ACTR6+ctrl,jurkat,100,46,12013
K562,AHCTF1+ctrl,jurkat,23,18,12013
K562,AKIRIN2+ctrl,jurkat,63,38,12013
K562,ALDOA+ctrl,jurkat,75,44,12013
K562,ALG13+ctrl,jurkat,98,45,12013
K562,AP2S1+ctrl,jurkat,23,19,12013
K562,ARGLU1+ctrl,jurkat,54,35,12013
K562,ARL2+ctrl,jurkat,39,26,12013
K562,ATF4+ctrl,jurkat,41,26,12013
K562,ATP6V0B+ctrl,jurkat,27,21,12013
K562,ATP6V1A+ctrl,jurkat,26,21,12013
K562,ATR+ctrl,jurkat,119,51,12013
K562,ATRIP+ctrl,jurkat,52,37,12013
K562,BDP1+ctrl,jurkat,52,31,12013
K562,BNIP1+ctrl,jurkat,109,47,12013
K562,BRD8+ctrl,jurkat,53,36,12013
K562,BRIX1+ctrl,jurkat,126,49,12013
K562,BUB3+ctrl,jurkat,21,17,12013
K562,BYSL+ctrl,jurkat,100,45,12013
K562,CCDC59+ctrl,jurkat,187,53,12013
K562,CCDC84+ctrl,jurkat,55,35,12013
K562,CCNH+ctrl,jurkat,216,51,12013
K562,CCT4+ctrl,jurkat,46,31,12013
K562,CCT7+ctrl,jurkat,31,25,12013
K562,CD3EAP+ctrl,jurkat,170,49,12013
K562,CDC123+ctrl,jurkat,39,28,12013
K562,CDC5L+ctrl,jurkat,21,20,12013
K562,CDC73+ctrl,jurkat,22,19,12013
K562,CENPK+ctrl,jurkat,27,21,12013
K562,CEP192+ctrl,jurkat,29,24,12013
K562,CHCHD4+ctrl,jurkat,158,49,12013
K562,CHD4+ctrl,jurkat,69,39,12013
K562,CHEK1+ctrl,jurkat,21,20,12013
K562,CHMP1A+ctrl,jurkat,40,28,12013
K562,CHMP2A+ctrl,jurkat,21,18,12013
K562,CINP+ctrl,jurkat,61,35,12013
K562,CLNS1A+ctrl,jurkat,56,33,12013
K562,CLP1+ctrl,jurkat,25,19,12013
K562,CMTR1+ctrl,jurkat,86,44,12013
K562,CNOT2+ctrl,jurkat,151,54,12013
K562,CNOT3+ctrl,jurkat,154,53,12013
K562,COPS2+ctrl,jurkat,55,32,12013
K562,COPS4+ctrl,jurkat,73,43,12013
K562,COX11+ctrl,jurkat,242,54,12013
K562,COX17+ctrl,jurkat,71,38,12013
K562,COX7C+ctrl,jurkat,105,43,12013
K562,CPSF1+ctrl,jurkat,121,48,12013
K562,CPSF3+ctrl,jurkat,337,55,12013
K562,CPSF4+ctrl,jurkat,108,48,12013
K562,CPSF6+ctrl,jurkat,47,34,12013
K562,CSE1L+ctrl,jurkat,36,27,12013
K562,CSNK1A1+ctrl,jurkat,93,49,12013
K562,CSNK2B+ctrl,jurkat,121,49,12013
K562,CSTF3+ctrl,jurkat,49,34,12013
K562,CUL2+ctrl,jurkat,102,42,12013
K562,CWC15+ctrl,jurkat,28,18,12013
K562,CWF19L2+ctrl,jurkat,102,43,12013
K562,CXXC1+ctrl,jurkat,149,49,12013
K562,CYCS+ctrl,jurkat,71,38,12013
K562,DAD1+ctrl,jurkat,72,38,12013
K562,DAP3+ctrl,jurkat,96,45,12013
K562,DARS+ctrl,jurkat,30,26,12013
K562,DDB1+ctrl,jurkat,80,42,12013
K562,DDX10+ctrl,jurkat,124,48,12013
K562,DDX18+ctrl,jurkat,78,40,12013
K562,DDX23+ctrl,jurkat,51,35,12013
K562,DDX46+ctrl,jurkat,113,44,12013
K562,DDX5+ctrl,jurkat,149,52,12013
K562,DDX52+ctrl,jurkat,213,54,12013
K562,DDX55+ctrl,jurkat,385,55,12013
K562,DDX59+ctrl,jurkat,44,31,12013
K562,DENR+ctrl,jurkat,52,33,12013
K562,DHX16+ctrl,jurkat,81,45,12013
K562,DHX33+ctrl,jurkat,113,45,12013
K562,DHX36+ctrl,jurkat,106,46,12013
K562,DHX37+ctrl,jurkat,131,48,12013
K562,DIS3+ctrl,jurkat,49,32,12013
K562,DKC1+ctrl,jurkat,91,40,12013
K562,DLD+ctrl,jurkat,47,31,12013
K562,DMAP1+ctrl,jurkat,33,24,12013
K562,DNAJC17+ctrl,jurkat,79,40,12013
K562,DNAJC8+ctrl,jurkat,124,53,12013
K562,DNM1L+ctrl,jurkat,41,28,12013
K562,DNMT1+ctrl,jurkat,155,51,12013
K562,DNTTIP2+ctrl,jurkat,65,36,12013
K562,DR1+ctrl,jurkat,55,38,12013
K562,DTL+ctrl,jurkat,25,18,12013
K562,DUT+ctrl,jurkat,31,22,12013
K562,DYNC1H1+ctrl,jurkat,15,13,12013
K562,DYNC1I2+ctrl,jurkat,39,28,12013
K562,EBNA1BP2+ctrl,jurkat,36,24,12013
K562,EEF2+ctrl,jurkat,98,47,12013
K562,EIF2B1+ctrl,jurkat,249,53,12013
K562,EIF2B5+ctrl,jurkat,126,48,12013
K562,EIF2S1+ctrl,jurkat,28,21,12013
K562,EIF2S2+ctrl,jurkat,25,22,12013
K562,EIF2S3+ctrl,jurkat,24,19,12013
K562,EIF3B+ctrl,jurkat,124,50,12013
K562,EIF3D+ctrl,jurkat,48,31,12013
K562,EIF3E+ctrl,jurkat,33,24,12013
K562,EIF3I+ctrl,jurkat,61,34,12013
K562,EIF3J+ctrl,jurkat,82,41,12013
K562,EIF3M+ctrl,jurkat,90,41,12013
K562,EIF4E+ctrl,jurkat,53,33,12013
K562,EIF4G2+ctrl,jurkat,109,50,12013
K562,EIF5+ctrl,jurkat,32,29,12013
K562,EIF6+ctrl,jurkat,114,46,12013
K562,ERCC2+ctrl,jurkat,89,46,12013
K562,ESF1+ctrl,jurkat,193,54,12013
K562,ETF1+ctrl,jurkat,40,31,12013
K562,EXOC7+ctrl,jurkat,90,47,12013
K562,EXOSC10+ctrl,jurkat,53,30,12013
K562,EXOSC2+ctrl,jurkat,114,46,12013
K562,EXOSC3+ctrl,jurkat,117,49,12013
K562,EXOSC7+ctrl,jurkat,67,41,12013
K562,FAM136A+ctrl,jurkat,462,55,12013
K562,FAM32A+ctrl,jurkat,27,22,12013
K562,FARSA+ctrl,jurkat,128,49,12013
K562,FBL+ctrl,jurkat,42,32,12013
K562,FTSJ3+ctrl,jurkat,42,30,12013
K562,GARS+ctrl,jurkat,99,45,12013
K562,GFER+ctrl,jurkat,110,45,12013
K562,GFM1+ctrl,jurkat,1353,55,12013
K562,GINS2+ctrl,jurkat,155,47,12013
K562,GINS3+ctrl,jurkat,69,39,12013
K562,GLE1+ctrl,jurkat,27,19,12013
K562,GMPS+ctrl,jurkat,38,31,12013
K562,GNL3+ctrl,jurkat,123,49,12013
K562,GNL3L+ctrl,jurkat,69,37,12013
K562,GPN1+ctrl,jurkat,50,32,12013
K562,GPN2+ctrl,jurkat,53,35,12013
K562,GPN3+ctrl,jurkat,179,54,12013
K562,GRSF1+ctrl,jurkat,96,44,12013
K562,GTF2B+ctrl,jurkat,43,35,12013
K562,GTF2E1+ctrl,jurkat,65,36,12013
