task_id,target,condition,n_source_contexts,n_source_cells,weight_sum,target_perturbed_expression_rows_opened
hepg2::TIMM9+ctrl,hepg2,TIMM9+ctrl,2,220,220,0
hepg2::TIMM13+ctrl,hepg2,TIMM13+ctrl,3,318,318,0
hepg2::TIMM23B+ctrl,hepg2,TIMM23B+ctrl,3,1067,1067,0
hepg2::TIMM44+ctrl,hepg2,TIMM44+ctrl,3,182,182,0
hepg2::TMX2+ctrl,hepg2,TMX2+ctrl,3,430,430,0
hepg2::TOMM22+ctrl,hepg2,TOMM22+ctrl,3,284,284,0
hepg2::TOP1+ctrl,hepg2,TOP1+ctrl,3,227,227,0
hepg2::TPR+ctrl,hepg2,TPR+ctrl,3,209,209,0
hepg2::TPX2+ctrl,hepg2,TPX2+ctrl,2,237,237,0
hepg2::TRA2B+ctrl,hepg2,TRA2B+ctrl,3,318,318,0
hepg2::TRMT5+ctrl,hepg2,TRMT5+ctrl,3,233,233,0
hepg2::TRMT112+ctrl,hepg2,TRMT112+ctrl,3,422,422,0
hepg2::TSEN2+ctrl,hepg2,TSEN2+ctrl,3,368,368,0
hepg2::TSR1+ctrl,hepg2,TSR1+ctrl,3,558,558,0
hepg2::TTI1+ctrl,hepg2,TTI1+ctrl,3,345,345,0
hepg2::TTK+ctrl,hepg2,TTK+ctrl,2,261,261,0
hepg2::TUBGCP2+ctrl,hepg2,TUBGCP2+ctrl,2,380,380,0
hepg2::U2SURP+ctrl,hepg2,U2SURP+ctrl,3,315,315,0
hepg2::UBA1+ctrl,hepg2,UBA1+ctrl,2,312,312,0
hepg2::UBA52+ctrl,hepg2,UBA52+ctrl,3,359,359,0
hepg2::UBAP1+ctrl,hepg2,UBAP1+ctrl,3,167,167,0
hepg2::UBL5+ctrl,hepg2,UBL5+ctrl,3,333,333,0
hepg2::UBQLN4+ctrl,hepg2,UBQLN4+ctrl,3,260,260,0
hepg2::UFM1+ctrl,hepg2,UFM1+ctrl,3,220,220,0
hepg2::UPF1+ctrl,hepg2,UPF1+ctrl,2,161,161,0
hepg2::UPF2+ctrl,hepg2,UPF2+ctrl,3,288,288,0
hepg2::UQCC2+ctrl,hepg2,UQCC2+ctrl,1,83,83,0
hepg2::USP39+ctrl,hepg2,USP39+ctrl,2,264,264,0
hepg2::UTP20+ctrl,hepg2,UTP20+ctrl,3,220,220,0
hepg2::UTP23+ctrl,hepg2,UTP23+ctrl,3,380,380,0
hepg2::UXT+ctrl,hepg2,UXT+ctrl,3,319,319,0
hepg2::WAC+ctrl,hepg2,WAC+ctrl,3,231,231,0
hepg2::WBP11+ctrl,hepg2,WBP11+ctrl,2,314,314,0
hepg2::WDHD1+ctrl,hepg2,WDHD1+ctrl,3,273,273,0
hepg2::WDR12+ctrl,hepg2,WDR12+ctrl,3,316,316,0
hepg2::WDR33+ctrl,hepg2,WDR33+ctrl,3,146,146,0
hepg2::XRCC5+ctrl,hepg2,XRCC5+ctrl,3,200,200,0
hepg2::XRN2+ctrl,hepg2,XRN2+ctrl,2,100,100,0
hepg2::YEATS2+ctrl,hepg2,YEATS2+ctrl,3,405,405,0
hepg2::YTHDC1+ctrl,hepg2,YTHDC1+ctrl,2,341,341,0
hepg2::ZBTB17+ctrl,hepg2,ZBTB17+ctrl,3,832,832,0
hepg2::ZCRB1+ctrl,hepg2,ZCRB1+ctrl,3,323,323,0
hepg2::ZFC3H1+ctrl,hepg2,ZFC3H1+ctrl,3,274,274,0
hepg2::ZMAT2+ctrl,hepg2,ZMAT2+ctrl,3,600,600,0
hepg2::ZMAT5+ctrl,hepg2,ZMAT5+ctrl,3,184,184,0
hepg2::ZNF236+ctrl,hepg2,ZNF236+ctrl,3,655,655,0
hepg2::ZNF574+ctrl,hepg2,ZNF574+ctrl,2,420,420,0
hepg2::ZNHIT6+ctrl,hepg2,ZNHIT6+ctrl,2,200,200,0
jurkat::AAMP+ctrl,jurkat,AAMP+ctrl,1,76,76,0
jurkat::AARS+ctrl,jurkat,AARS+ctrl,3,145,145,0
jurkat::ABCE1+ctrl,jurkat,ABCE1+ctrl,3,248,248,0
jurkat::ABCF1+ctrl,jurkat,ABCF1+ctrl,3,305,305,0
jurkat::ABT1+ctrl,jurkat,ABT1+ctrl,3,215,215,0
jurkat::ACTB+ctrl,jurkat,ACTB+ctrl,3,412,412,0
jurkat::ACTR6+ctrl,jurkat,ACTR6+ctrl,3,258,258,0
jurkat::AHCTF1+ctrl,jurkat,AHCTF1+ctrl,3,282,282,0
jurkat::AKIRIN2+ctrl,jurkat,AKIRIN2+ctrl,3,248,248,0
jurkat::ALDOA+ctrl,jurkat,ALDOA+ctrl,2,147,147,0
jurkat::ALG13+ctrl,jurkat,ALG13+ctrl,3,240,240,0
jurkat::AP2S1+ctrl,jurkat,AP2S1+ctrl,1,96,96,0
jurkat::ARGLU1+ctrl,jurkat,ARGLU1+ctrl,3,494,494,0
jurkat::ARL2+ctrl,jurkat,ARL2+ctrl,3,337,337,0
jurkat::ATF4+ctrl,jurkat,ATF4+ctrl,1,52,52,0
jurkat::ATP6V0B+ctrl,jurkat,ATP6V0B+ctrl,3,286,286,0
jurkat::ATP6V1A+ctrl,jurkat,ATP6V1A+ctrl,3,208,208,0
jurkat::ATR+ctrl,jurkat,ATR+ctrl,3,387,387,0
jurkat::ATRIP+ctrl,jurkat,ATRIP+ctrl,3,297,297,0
jurkat::BDP1+ctrl,jurkat,BDP1+ctrl,3,341,341,0
jurkat::BNIP1+ctrl,jurkat,BNIP1+ctrl,2,164,164,0
jurkat::BRD8+ctrl,jurkat,BRD8+ctrl,1,68,68,0
jurkat::BRIX1+ctrl,jurkat,BRIX1+ctrl,3,222,222,0
jurkat::BUB3+ctrl,jurkat,BUB3+ctrl,2,260,260,0
jurkat::BYSL+ctrl,jurkat,BYSL+ctrl,2,128,128,0
jurkat::CCDC59+ctrl,jurkat,CCDC59+ctrl,3,244,244,0
jurkat::CCDC84+ctrl,jurkat,CCDC84+ctrl,2,119,119,0
jurkat::CCNH+ctrl,jurkat,CCNH+ctrl,3,236,236,0
jurkat::CCT4+ctrl,jurkat,CCT4+ctrl,3,353,353,0
jurkat::CCT7+ctrl,jurkat,CCT7+ctrl,3,302,302,0
jurkat::CD3EAP+ctrl,jurkat,CD3EAP+ctrl,3,213,213,0
jurkat::CDC5L+ctrl,jurkat,CDC5L+ctrl,3,168,168,0
jurkat::CDC73+ctrl,jurkat,CDC73+ctrl,3,250,250,0
jurkat::CDC123+ctrl,jurkat,CDC123+ctrl,3,171,171,0
jurkat::CENPK+ctrl,jurkat,CENPK+ctrl,2,163,163,0
jurkat::CEP192+ctrl,jurkat,CEP192+ctrl,3,261,261,0
jurkat::CHCHD4+ctrl,jurkat,CHCHD4+ctrl,3,328,328,0
jurkat::CHD4+ctrl,jurkat,CHD4+ctrl,3,167,167,0
jurkat::CHEK1+ctrl,jurkat,CHEK1+ctrl,3,311,311,0
jurkat::CHMP1A+ctrl,jurkat,CHMP1A+ctrl,1,71,71,0
jurkat::CHMP2A+ctrl,jurkat,CHMP2A+ctrl,1,61,61,0
jurkat::CINP+ctrl,jurkat,CINP+ctrl,2,113,113,0
jurkat::CLNS1A+ctrl,jurkat,CLNS1A+ctrl,2,114,114,0
jurkat::CLP1+ctrl,jurkat,CLP1+ctrl,2,78,78,0
jurkat::CMTR1+ctrl,jurkat,CMTR1+ctrl,3,274,274,0
jurkat::CNOT2+ctrl,jurkat,CNOT2+ctrl,3,154,154,0
jurkat::CNOT3+ctrl,jurkat,CNOT3+ctrl,2,357,357,0
jurkat::COPS2+ctrl,jurkat,COPS2+ctrl,3,155,155,0
jurkat::COPS4+ctrl,jurkat,COPS4+ctrl,3,353,353,0
jurkat::COX7C+ctrl,jurkat,COX7C+ctrl,2,195,195,0
jurkat::COX11+ctrl,jurkat,COX11+ctrl,3,306,306,0
jurkat::COX17+ctrl,jurkat,COX17+ctrl,1,129,129,0
jurkat::CPSF1+ctrl,jurkat,CPSF1+ctrl,3,156,156,0
jurkat::CPSF3+ctrl,jurkat,CPSF3+ctrl,3,937,937,0
jurkat::CPSF4+ctrl,jurkat,CPSF4+ctrl,3,152,152,0
jurkat::CPSF6+ctrl,jurkat,CPSF6+ctrl,3,102,102,0
jurkat::CSE1L+ctrl,jurkat,CSE1L+ctrl,3,844,844,0
jurkat::CSNK1A1+ctrl,jurkat,CSNK1A1+ctrl,2,147,147,0
jurkat::CSNK2B+ctrl,jurkat,CSNK2B+ctrl,3,277,277,0
jurkat::CSTF3+ctrl,jurkat,CSTF3+ctrl,3,184,184,0
jurkat::CUL2+ctrl,jurkat,CUL2+ctrl,3,183,183,0
jurkat::CWC15+ctrl,jurkat,CWC15+ctrl,3,243,243,0
jurkat::CWF19L2+ctrl,jurkat,CWF19L2+ctrl,3,268,268,0
jurkat::CXXC1+ctrl,jurkat,CXXC1+ctrl,2,207,207,0
jurkat::CYCS+ctrl,jurkat,CYCS+ctrl,1,162,162,0
jurkat::DAD1+ctrl,jurkat,DAD1+ctrl,2,107,107,0
jurkat::DAP3+ctrl,jurkat,DAP3+ctrl,2,192,192,0
jurkat::DARS+ctrl,jurkat,DARS+ctrl,3,131,131,0
jurkat::DDB1+ctrl,jurkat,DDB1+ctrl,3,223,223,0
jurkat::DDX5+ctrl,jurkat,DDX5+ctrl,3,418,418,0
jurkat::DDX10+ctrl,jurkat,DDX10+ctrl,3,218,218,0
jurkat::DDX18+ctrl,jurkat,DDX18+ctrl,2,174,174,0
jurkat::DDX23+ctrl,jurkat,DDX23+ctrl,3,442,442,0
jurkat::DDX46+ctrl,jurkat,DDX46+ctrl,3,316,316,0
jurkat::DDX52+ctrl,jurkat,DDX52+ctrl,3,232,232,0
jurkat::DDX55+ctrl,jurkat,DDX55+ctrl,3,360,360,0
jurkat::DDX59+ctrl,jurkat,DDX59+ctrl,2,198,198,0
jurkat::DENR+ctrl,jurkat,DENR+ctrl,3,352,352,0
jurkat::DHX16+ctrl,jurkat,DHX16+ctrl,3,444,444,0
jurkat::DHX33+ctrl,jurkat,DHX33+ctrl,3,201,201,0
jurkat::DHX36+ctrl,jurkat,DHX36+ctrl,3,358,358,0
jurkat::DHX37+ctrl,jurkat,DHX37+ctrl,3,361,361,0
jurkat::DIS3+ctrl,jurkat,DIS3+ctrl,1,40,40,0
jurkat::DKC1+ctrl,jurkat,DKC1+ctrl,3,113,113,0
jurkat::DLD+ctrl,jurkat,DLD+ctrl,3,452,452,0
jurkat::DMAP1+ctrl,jurkat,DMAP1+ctrl,3,138,138,0
jurkat::DNAJC8+ctrl,jurkat,DNAJC8+ctrl,3,476,476,0
jurkat::DNAJC17+ctrl,jurkat,DNAJC17+ctrl,3,163,163,0
jurkat::DNM1L+ctrl,jurkat,DNM1L+ctrl,2,181,181,0
jurkat::DNMT1+ctrl,jurkat,DNMT1+ctrl,3,328,328,0
jurkat::DNTTIP2+ctrl,jurkat,DNTTIP2+ctrl,2,287,287,0
jurkat::DR1+ctrl,jurkat,DR1+ctrl,3,163,163,0
jurkat::DTL+ctrl,jurkat,DTL+ctrl,3,194,194,0
jurkat::DUT+ctrl,jurkat,DUT+ctrl,2,92,92,0
jurkat::DYNC1H1+ctrl,jurkat,DYNC1H1+ctrl,3,263,263,0
jurkat::DYNC1I2+ctrl,jurkat,DYNC1I2+ctrl,3,337,337,0
jurkat::EBNA1BP2+ctrl,jurkat,EBNA1BP2+ctrl,3,152,152,0
jurkat::EEF2+ctrl,jurkat,EEF2+ctrl,3,312,312,0
jurkat::EIF2B1+ctrl,jurkat,EIF2B1+ctrl,3,439,439,0
jurkat::EIF2B5+ctrl,jurkat,EIF2B5+ctrl,3,637,637,0
jurkat::EIF2S1+ctrl,jurkat,EIF2S1+ctrl,3,352,352,0
jurkat::EIF2S2+ctrl,jurkat,EIF2S2+ctrl,3,168,168,0
jurkat::EIF2S3+ctrl,jurkat,EIF2S3+ctrl,3,156,156,0
jurkat::EIF3B+ctrl,jurkat,EIF3B+ctrl,3,237,237,0
jurkat::EIF3D+ctrl,jurkat,EIF3D+ctrl,2,193,193,0
jurkat::EIF3E+ctrl,jurkat,EIF3E+ctrl,3,242,242,0
jurkat::EIF3I+ctrl,jurkat,EIF3I+ctrl,3,199,199,0
jurkat::EIF3J+ctrl,jurkat,EIF3J+ctrl,3,179,179,0
jurkat::EIF3M+ctrl,jurkat,EIF3M+ctrl,2,272,272,0
jurkat::EIF4E+ctrl,jurkat,EIF4E+ctrl,3,441,441,0
jurkat::EIF4G2+ctrl,jurkat,EIF4G2+ctrl,3,400,400,0
jurkat::EIF5+ctrl,jurkat,EIF5+ctrl,2,123,123,0
jurkat::EIF6+ctrl,jurkat,EIF6+ctrl,3,256,256,0
jurkat::ERCC2+ctrl,jurkat,ERCC2+ctrl,3,264,264,0
jurkat::ESF1+ctrl,jurkat,ESF1+ctrl,2,245,245,0
jurkat::ETF1+ctrl,jurkat,ETF1+ctrl,3,196,196,0
jurkat::EXOC7+ctrl,jurkat,EXOC7+ctrl,3,129,129,0
jurkat::EXOSC2+ctrl,jurkat,EXOSC2+ctrl,3,365,365,0
jurkat::EXOSC3+ctrl,jurkat,EXOSC3+ctrl,3,180,180,0
jurkat::EXOSC7+ctrl,jurkat,EXOSC7+ctrl,3,172,172,0
jurkat::EXOSC10+ctrl,jurkat,EXOSC10+ctrl,2,106,106,0
jurkat::FAM32A+ctrl,jurkat,FAM32A+ctrl,3,429,429,0
jurkat::FAM136A+ctrl,jurkat,FAM136A+ctrl,3,805,805,0
jurkat::FARSA+ctrl,jurkat,FARSA+ctrl,3,230,230,0
jurkat::FBL+ctrl,jurkat,FBL+ctrl,2,151,151,0
jurkat::FTSJ3+ctrl,jurkat,FTSJ3+ctrl,3,221,221,0
jurkat::GARS+ctrl,jurkat,GARS+ctrl,3,300,300,0
jurkat::GFER+ctrl,jurkat,GFER+ctrl,3,308,308,0
jurkat::GFM1+ctrl,jurkat,GFM1+ctrl,3,2616,2616,0
jurkat::GINS2+ctrl,jurkat,GINS2+ctrl,3,247,247,0
jurkat::GINS3+ctrl,jurkat,GINS3+ctrl,1,98,98,0
jurkat::GLE1+ctrl,jurkat,GLE1+ctrl,3,232,232,0
jurkat::GMPS+ctrl,jurkat,GMPS+ctrl,2,120,120,0
jurkat::GNL3+ctrl,jurkat,GNL3+ctrl,3,161,161,0
jurkat::GNL3L+ctrl,jurkat,GNL3L+ctrl,2,125,125,0
jurkat::GPN1+ctrl,jurkat,GPN1+ctrl,2,130,130,0
jurkat::GPN2+ctrl,jurkat,GPN2+ctrl,2,79,79,0
jurkat::GPN3+ctrl,jurkat,GPN3+ctrl,3,364,364,0
jurkat::GRSF1+ctrl,jurkat,GRSF1+ctrl,3,329,329,0
jurkat::GTF2B+ctrl,jurkat,GTF2B+ctrl,2,58,58,0
jurkat::GTF2E1+ctrl,jurkat,GTF2E1+ctrl,3,275,275,0
jurkat::GTF2F2+ctrl,jurkat,GTF2F2+ctrl,3,180,180,0
jurkat::HARS2+ctrl,jurkat,HARS2+ctrl,1,62,62,0
jurkat::HAUS5+ctrl,jurkat,HAUS5+ctrl,2,243,243,0
jurkat::HBS1L+ctrl,jurkat,HBS1L+ctrl,2,165,165,0
jurkat::HEATR1+ctrl,jurkat,HEATR1+ctrl,1,216,216,0
jurkat::HGS+ctrl,jurkat,HGS+ctrl,3,182,182,0
jurkat::HMGCS1+ctrl,jurkat,HMGCS1+ctrl,3,531,531,0
jurkat::HNRNPH1+ctrl,jurkat,HNRNPH1+ctrl,3,285,285,0
jurkat::HNRNPM+ctrl,jurkat,HNRNPM+ctrl,2,157,157,0
jurkat::HSCB+ctrl,jurkat,HSCB+ctrl,2,312,312,0
jurkat::HSPA9+ctrl,jurkat,HSPA9+ctrl,3,566,566,0
jurkat::HSPE1+ctrl,jurkat,HSPE1+ctrl,3,207,207,0
jurkat::IARS+ctrl,jurkat,IARS+ctrl,3,108,108,0
jurkat::ICE1+ctrl,jurkat,ICE1+ctrl,3,423,423,0
jurkat::IGBP1+ctrl,jurkat,IGBP1+ctrl,3,364,364,0
jurkat::ILF2+ctrl,jurkat,ILF2+ctrl,3,153,153,0
jurkat::IMPDH2+ctrl,jurkat,IMPDH2+ctrl,2,155,155,0
jurkat::INO80B+ctrl,jurkat,INO80B+ctrl,3,239,239,0
jurkat::INTS3+ctrl,jurkat,INTS3+ctrl,3,239,239,0
jurkat::INTS4+ctrl,jurkat,INTS4+ctrl,3,157,157,0
jurkat::INTS9+ctrl,jurkat,INTS9+ctrl,3,336,336,0
jurkat::IPO9+ctrl,jurkat,IPO9+ctrl,3,321,321,0
jurkat::ISG20L2+ctrl,jurkat,ISG20L2+ctrl,2,141,141,0
jurkat::KANSL1+ctrl,jurkat,KANSL1+ctrl,3,104,104,0
jurkat::KARS+ctrl,jurkat,KARS+ctrl,2,71,71,0
jurkat::KAT8+ctrl,jurkat,KAT8+ctrl,3,337,337,0
jurkat::KIF20A+ctrl,jurkat,KIF20A+ctrl,1,95,95,0
jurkat::KRI1+ctrl,jurkat,KRI1+ctrl,3,157,157,0
jurkat::KRR1+ctrl,jurkat,KRR1+ctrl,2,433,433,0
jurkat::LAS1L+ctrl,jurkat,LAS1L+ctrl,3,194,194,0
jurkat::LETM1+ctrl,jurkat,LETM1+ctrl,3,332,332,0
jurkat::LSG1+ctrl,jurkat,LSG1+ctrl,3,248,248,0
jurkat::LSM3+ctrl,jurkat,LSM3+ctrl,3,141,141,0
jurkat::LSM4+ctrl,jurkat,LSM4+ctrl,3,178,178,0
jurkat::LSM5+ctrl,jurkat,LSM5+ctrl,3,297,297,0
jurkat::LSM6+ctrl,jurkat,LSM6+ctrl,3,522,522,0
jurkat::LSM7+ctrl,jurkat,LSM7+ctrl,3,232,232,0
jurkat::MAD2L1+ctrl,jurkat,MAD2L1+ctrl,3,284,284,0
jurkat::MAK16+ctrl,jurkat,MAK16+ctrl,2,220,220,0
jurkat::MARS+ctrl,jurkat,MARS+ctrl,3,154,154,0
jurkat::MAX+ctrl,jurkat,MAX+ctrl,3,289,289,0
jurkat::MCM2+ctrl,jurkat,MCM2+ctrl,3,195,195,0
jurkat::MCM3+ctrl,jurkat,MCM3+ctrl,3,415,415,0
jurkat::MCM3AP+ctrl,jurkat,MCM3AP+ctrl,3,226,226,0
jurkat::MCM4+ctrl,jurkat,MCM4+ctrl,3,126,126,0
jurkat::MCM6+ctrl,jurkat,MCM6+ctrl,3,327,327,0
jurkat::MED4+ctrl,jurkat,MED4+ctrl,3,245,245,0
jurkat::MED10+ctrl,jurkat,MED10+ctrl,1,454,454,0
jurkat::MED11+ctrl,jurkat,MED11+ctrl,3,345,345,0
jurkat::MED17+ctrl,jurkat,MED17+ctrl,2,175,175,0
jurkat::MED19+ctrl,jurkat,MED19+ctrl,3,831,831,0
jurkat::MED22+ctrl,jurkat,MED22+ctrl,2,308,308,0
jurkat::MED26+ctrl,jurkat,MED26+ctrl,2,130,130,0
jurkat::MED28+ctrl,jurkat,MED28+ctrl,1,66,66,0
jurkat::MED29+ctrl,jurkat,MED29+ctrl,3,151,151,0
jurkat::MED30+ctrl,jurkat,MED30+ctrl,2,319,319,0
jurkat::METAP2+ctrl,jurkat,METAP2+ctrl,2,166,166,0
jurkat::MICOS10+ctrl,jurkat,MICOS10+ctrl,2,137,137,0
jurkat::MIOS+ctrl,jurkat,MIOS+ctrl,3,352,352,0
jurkat::MNAT1+ctrl,jurkat,MNAT1+ctrl,3,222,222,0
jurkat::MPHOSPH10+ctrl,jurkat,MPHOSPH10+ctrl,3,144,144,0
jurkat::MRGBP+ctrl,jurkat,MRGBP+ctrl,3,210,210,0
jurkat::MRPL3+ctrl,jurkat,MRPL3+ctrl,2,210,210,0
jurkat::MRPL13+ctrl,jurkat,MRPL13+ctrl,1,72,72,0
jurkat::MRPL14+ctrl,jurkat,MRPL14+ctrl,2,232,232,0
jurkat::MRPL17+ctrl,jurkat,MRPL17+ctrl,2,123,123,0
jurkat::MRPL18+ctrl,jurkat,MRPL18+ctrl,2,162,162,0
jurkat::MRPL36+ctrl,jurkat,MRPL36+ctrl,3,2122,2122,0
jurkat::MRPL37+ctrl,jurkat,MRPL37+ctrl,2,132,132,0
jurkat::MRPL38+ctrl,jurkat,MRPL38+ctrl,3,438,438,0
jurkat::MRPL41+ctrl,jurkat,MRPL41+ctrl,2,116,116,0
jurkat::MRPL43+ctrl,jurkat,MRPL43+ctrl,2,111,111,0
jurkat::MRPL51+ctrl,jurkat,MRPL51+ctrl,2,140,140,0
jurkat::MRPS2+ctrl,jurkat,MRPS2+ctrl,2,119,119,0
jurkat::MRPS7+ctrl,jurkat,MRPS7+ctrl,2,137,137,0
jurkat::MRPS9+ctrl,jurkat,MRPS9+ctrl,2,99,99,0
jurkat::MRPS11+ctrl,jurkat,MRPS11+ctrl,1,90,90,0
jurkat::MRPS14+ctrl,jurkat,MRPS14+ctrl,2,112,112,0
jurkat::MRPS21+ctrl,jurkat,MRPS21+ctrl,2,206,206,0
jurkat::MRPS22+ctrl,jurkat,MRPS22+ctrl,1,142,142,0
jurkat::MRPS23+ctrl,jurkat,MRPS23+ctrl,2,147,147,0
jurkat::MRPS35+ctrl,jurkat,MRPS35+ctrl,2,214,214,0
jurkat::MTBP+ctrl,jurkat,MTBP+ctrl,2,269,269,0
jurkat::MYBBP1A+ctrl,jurkat,MYBBP1A+ctrl,3,201,201,0
jurkat::MZT1+ctrl,jurkat,MZT1+ctrl,2,412,412,0
jurkat::NAA10+ctrl,jurkat,NAA10+ctrl,3,202,202,0
jurkat::NAA20+ctrl,jurkat,NAA20+ctrl,3,284,284,0
jurkat::NACA+ctrl,jurkat,NACA+ctrl,3,384,384,0
jurkat::NAT10+ctrl,jurkat,NAT10+ctrl,1,28,28,0
jurkat::NCBP1+ctrl,jurkat,NCBP1+ctrl,2,81,81,0
jurkat::NCBP2+ctrl,jurkat,NCBP2+ctrl,3,816,816,0
jurkat::NDUFA8+ctrl,jurkat,NDUFA8+ctrl,1,85,85,0
jurkat::NDUFB4+ctrl,jurkat,NDUFB4+ctrl,2,179,179,0
jurkat::NDUFB8+ctrl,jurkat,NDUFB8+ctrl,2,207,207,0
jurkat::NELFA+ctrl,jurkat,NELFA+ctrl,3,185,185,0
jurkat::NELFCD+ctrl,jurkat,NELFCD+ctrl,3,334,334,0
jurkat::NFRKB+ctrl,jurkat,NFRKB+ctrl,3,438,438,0
jurkat::NFS1+ctrl,jurkat,NFS1+ctrl,3,215,215,0
jurkat::NOC3L+ctrl,jurkat,NOC3L+ctrl,3,195,195,0
jurkat::NOL8+ctrl,jurkat,NOL8+ctrl,3,227,227,0
jurkat::NOL11+ctrl,jurkat,NOL11+ctrl,3,301,301,0
jurkat::NOL12+ctrl,jurkat,NOL12+ctrl,3,174,174,0
jurkat::NRBP1+ctrl,jurkat,NRBP1+ctrl,3,256,256,0
jurkat::NUBP1+ctrl,jurkat,NUBP1+ctrl,3,208,208,0
jurkat::NUF2+ctrl,jurkat,NUF2+ctrl,2,462,462,0
jurkat::NUP54+ctrl,jurkat,NUP54+ctrl,3,379,379,0
jurkat::NUP85+ctrl,jurkat,NUP85+ctrl,3,314,314,0
jurkat::NUP133+ctrl,jurkat,NUP133+ctrl,3,379,379,0
jurkat::OGFOD1+ctrl,jurkat,OGFOD1+ctrl,3,208,208,0
jurkat::ORC1+ctrl,jurkat,ORC1+ctrl,3,595,595,0
jurkat::OXA1L+ctrl,jurkat,OXA1L+ctrl,1,305,305,0
jurkat::PABPN1+ctrl,jurkat,PABPN1+ctrl,3,175,175,0
jurkat::PAF1+ctrl,jurkat,PAF1+ctrl,3,328,328,0
jurkat::PAM16+ctrl,jurkat,PAM16+ctrl,3,171,171,0
jurkat::PAXBP1+ctrl,jurkat,PAXBP1+ctrl,3,329,329,0
jurkat::PCID2+ctrl,jurkat,PCID2+ctrl,3,408,408,0
jurkat::PDAP1+ctrl,jurkat,PDAP1+ctrl,3,107,107,0
jurkat::PDCD2+ctrl,jurkat,PDCD2+ctrl,3,116,116,0
jurkat::PDCD7+ctrl,jurkat,PDCD7+ctrl,3,141,141,0
jurkat::PDRG1+ctrl,jurkat,PDRG1+ctrl,3,187,187,0
jurkat::PELP1+ctrl,jurkat,PELP1+ctrl,3,211,211,0
jurkat::PET117+ctrl,jurkat,PET117+ctrl,3,283,283,0
jurkat::PFDN2+ctrl,jurkat,PFDN2+ctrl,3,160,160,0
jurkat::PGAM1+ctrl,jurkat,PGAM1+ctrl,2,260,260,0
jurkat::PGD+ctrl,jurkat,PGD+ctrl,2,128,128,0
jurkat::PHAX+ctrl,jurkat,PHAX+ctrl,3,482,482,0
jurkat::PHB2+ctrl,jurkat,PHB2+ctrl,3,398,398,0
jurkat::PMPCB+ctrl,jurkat,PMPCB+ctrl,3,722,722,0
jurkat::PNN+ctrl,jurkat,PNN+ctrl,3,271,271,0
jurkat::PNO1+ctrl,jurkat,PNO1+ctrl,2,164,164,0
jurkat::POLD2+ctrl,jurkat,POLD2+ctrl,3,195,195,0
jurkat::POLD3+ctrl,jurkat,POLD3+ctrl,2,110,110,0
jurkat::POLR1B+ctrl,jurkat,POLR1B+ctrl,1,174,174,0
jurkat::POLR2F+ctrl,jurkat,POLR2F+ctrl,3,321,321,0
jurkat::POLR2I+ctrl,jurkat,POLR2I+ctrl,3,452,452,0
jurkat::POLR2L+ctrl,jurkat,POLR2L+ctrl,1,43,43,0
jurkat::POLR3D+ctrl,jurkat,POLR3D+ctrl,3,191,191,0
jurkat::POLR3E+ctrl,jurkat,POLR3E+ctrl,3,281,281,0
jurkat::POLR3F+ctrl,jurkat,POLR3F+ctrl,3,244,244,0
jurkat::POLRMT+ctrl,jurkat,POLRMT+ctrl,3,482,482,0
jurkat::POP4+ctrl,jurkat,POP4+ctrl,3,237,237,0
jurkat::POP5+ctrl,jurkat,POP5+ctrl,3,173,173,0
jurkat::POP7+ctrl,jurkat,POP7+ctrl,3,312,312,0
jurkat::PPIE+ctrl,jurkat,PPIE+ctrl,2,64,64,0
jurkat::PPIH+ctrl,jurkat,PPIH+ctrl,3,158,158,0
jurkat::PPIL4+ctrl,jurkat,PPIL4+ctrl,3,179,179,0
jurkat::PPP1R8+ctrl,jurkat,PPP1R8+ctrl,3,274,274,0
jurkat::PPP1R11+ctrl,jurkat,PPP1R11+ctrl,3,157,157,0
jurkat::PPP2R1A+ctrl,jurkat,PPP2R1A+ctrl,3,668,668,0
jurkat::PPP4R2+ctrl,jurkat,PPP4R2+ctrl,2,230,230,0
jurkat::PRMT1+ctrl,jurkat,PRMT1+ctrl,3,103,103,0
jurkat::PRMT5+ctrl,jurkat,PRMT5+ctrl,3,294,294,0
jurkat::PRPF18+ctrl,jurkat,PRPF18+ctrl,3,362,362,0
jurkat::PRRC2A+ctrl,jurkat,PRRC2A+ctrl,3,270,270,0
jurkat::PSMB2+ctrl,jurkat,PSMB2+ctrl,3,143,143,0
jurkat::PSMB6+ctrl,jurkat,PSMB6+ctrl,3,167,167,0
jurkat::PSMC1+ctrl,jurkat,PSMC1+ctrl,3,290,290,0
jurkat::PSMC2+ctrl,jurkat,PSMC2+ctrl,3,340,340,0
jurkat::PSMD4+ctrl,jurkat,PSMD4+ctrl,3,332,332,0
jurkat::PSMD12+ctrl,jurkat,PSMD12+ctrl,3,149,149,0
jurkat::PTCD1+ctrl,jurkat,PTCD1+ctrl,3,363,363,0
jurkat::QARS+ctrl,jurkat,QARS+ctrl,3,519,519,0
jurkat::RABGGTA+ctrl,jurkat,RABGGTA+ctrl,3,543,543,0
jurkat::RAD21+ctrl,jurkat,RAD21+ctrl,2,93,93,0
jurkat::RAE1+ctrl,jurkat,RAE1+ctrl,2,94,94,0
jurkat::RARS2+ctrl,jurkat,RARS2+ctrl,3,355,355,0
