perturbation,guide_id,n_guide_cells,eligible_guide,target_split,cell_count_quartile,guide_count_stratum,selection_hash,task_id,target_cluster_id,truth_access_phase,primary_task_unit,cell_cycle_phase_is_primary_context,selection_used_expression_matrix_or_truth_effect
SURF1,SURF1_2,126,True,model_validation,Q2,TWO_GUIDES,d530bf6158af02a03c7f6c72e908614658a6c2f9436b50507d09fc60d741ed30,E180::SURF1::SURF1_2,SURF1,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
TAF2,TAF2_1,43,True,supervised_train,Q1,THREE_PLUS_GUIDES,0d8508a47c5590bd58babc7c317343bfacb9b8350f8ce87f845b2e8bad8ba780,E180::TAF2::TAF2_1,TAF2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
TAF2,TAF2_2,157,True,supervised_train,Q1,THREE_PLUS_GUIDES,0d8508a47c5590bd58babc7c317343bfacb9b8350f8ce87f845b2e8bad8ba780,E180::TAF2::TAF2_2,TAF2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
TAF2,TAF2_3,52,True,supervised_train,Q1,THREE_PLUS_GUIDES,0d8508a47c5590bd58babc7c317343bfacb9b8350f8ce87f845b2e8bad8ba780,E180::TAF2::TAF2_3,TAF2,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
TAF5,TAF5_1,191,True,supervised_train,Q2,TWO_GUIDES,118826a9bc6b567c5ea429910309741d91c921d501a677daa4ccada5071cb6a8,E180::TAF5::TAF5_1,TAF5,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
TAF5,TAF5_3,207,True,supervised_train,Q2,TWO_GUIDES,118826a9bc6b567c5ea429910309741d91c921d501a677daa4ccada5071cb6a8,E180::TAF5::TAF5_3,TAF5,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
TAF8,TAF8_1,92,True,model_validation,Q2,THREE_PLUS_GUIDES,ffc5b7927f4706dc236f3b13c53e90694b669c47a7f17bdeaac0dc526ecc4da1,E180::TAF8::TAF8_1,TAF8,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
TAF8,TAF8_2,113,True,model_validation,Q2,THREE_PLUS_GUIDES,ffc5b7927f4706dc236f3b13c53e90694b669c47a7f17bdeaac0dc526ecc4da1,E180::TAF8::TAF8_2,TAF8,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
TAF8,TAF8_3,203,True,model_validation,Q2,THREE_PLUS_GUIDES,ffc5b7927f4706dc236f3b13c53e90694b669c47a7f17bdeaac0dc526ecc4da1,E180::TAF8::TAF8_3,TAF8,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
TIAL1,TIAL1_1,246,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,217985f32df83d8d36ff3351810ade6920a47c2635fa8988b2d14a90ae951fd3,E180::TIAL1::TIAL1_1,TIAL1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
TIAL1,TIAL1_2,221,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,217985f32df83d8d36ff3351810ade6920a47c2635fa8988b2d14a90ae951fd3,E180::TIAL1::TIAL1_2,TIAL1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
TIAL1,TIAL1_3,193,True,conformal_calibration,Q3,THREE_PLUS_GUIDES,217985f32df83d8d36ff3351810ade6920a47c2635fa8988b2d14a90ae951fd3,E180::TIAL1::TIAL1_3,TIAL1,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
TPI1,TPI1_1,232,True,prospective_evaluation,Q3,THREE_PLUS_GUIDES,dcc851c3b9e262fe16975616bfb17d8cc2d117248260154bb9b3e46bffd26ebe,E180::TPI1::TPI1_1,TPI1,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
TPI1,TPI1_2,169,True,prospective_evaluation,Q3,THREE_PLUS_GUIDES,dcc851c3b9e262fe16975616bfb17d8cc2d117248260154bb9b3e46bffd26ebe,E180::TPI1::TPI1_2,TPI1,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
TPI1,TPI1_3,202,True,prospective_evaluation,Q3,THREE_PLUS_GUIDES,dcc851c3b9e262fe16975616bfb17d8cc2d117248260154bb9b3e46bffd26ebe,E180::TPI1::TPI1_3,TPI1,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
UCK2,UCK2_1,118,True,model_validation,Q3,THREE_PLUS_GUIDES,6d3556818c65e369e40bb33764b5a5cc18a3ce1f0f7e404f3cc5860c4d4cdc4f,E180::UCK2::UCK2_1,UCK2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
UCK2,UCK2_2,183,True,model_validation,Q3,THREE_PLUS_GUIDES,6d3556818c65e369e40bb33764b5a5cc18a3ce1f0f7e404f3cc5860c4d4cdc4f,E180::UCK2::UCK2_2,UCK2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
UCK2,UCK2_3,493,True,model_validation,Q3,THREE_PLUS_GUIDES,6d3556818c65e369e40bb33764b5a5cc18a3ce1f0f7e404f3cc5860c4d4cdc4f,E180::UCK2::UCK2_3,UCK2,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
UPF1,UPF1_1,101,True,supervised_train,Q2,THREE_PLUS_GUIDES,49543475b32a5afe26016d5be3bc48c7c12722ffb2372c268059b059c428ea8d,E180::UPF1::UPF1_1,UPF1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
UPF1,UPF1_2,141,True,supervised_train,Q2,THREE_PLUS_GUIDES,49543475b32a5afe26016d5be3bc48c7c12722ffb2372c268059b059c428ea8d,E180::UPF1::UPF1_2,UPF1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
UPF1,UPF1_3,162,True,supervised_train,Q2,THREE_PLUS_GUIDES,49543475b32a5afe26016d5be3bc48c7c12722ffb2372c268059b059c428ea8d,E180::UPF1::UPF1_3,UPF1,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
UPF2,UPF2_1,58,True,conformal_calibration,Q2,THREE_PLUS_GUIDES,6e2870d57655b3b91922c2d2f8193fc1399b122e880ec12b5c909fec28af69ec,E180::UPF2::UPF2_1,UPF2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
UPF2,UPF2_2,179,True,conformal_calibration,Q2,THREE_PLUS_GUIDES,6e2870d57655b3b91922c2d2f8193fc1399b122e880ec12b5c909fec28af69ec,E180::UPF2::UPF2_2,UPF2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
UPF2,UPF2_3,100,True,conformal_calibration,Q2,THREE_PLUS_GUIDES,6e2870d57655b3b91922c2d2f8193fc1399b122e880ec12b5c909fec28af69ec,E180::UPF2::UPF2_3,UPF2,F3_CALIBRATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
UPRT,UPRT_1,267,True,supervised_train,Q2,TWO_GUIDES,532380d5f92e1c503cb23d0f8af2836483cfd48bbdf0a1a23ca291417871262c,E180::UPRT::UPRT_1,UPRT,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
UPRT,UPRT_3,116,True,supervised_train,Q2,TWO_GUIDES,532380d5f92e1c503cb23d0f8af2836483cfd48bbdf0a1a23ca291417871262c,E180::UPRT::UPRT_3,UPRT,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
WDR12,WDR12_1,31,True,supervised_train,Q1,THREE_PLUS_GUIDES,111aa86aafb922e3015501c56b32fb0e3e84d59f4e8d1dd85f36e61c9f9206d3,E180::WDR12::WDR12_1,WDR12,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
WDR12,WDR12_2,69,True,supervised_train,Q1,THREE_PLUS_GUIDES,111aa86aafb922e3015501c56b32fb0e3e84d59f4e8d1dd85f36e61c9f9206d3,E180::WDR12::WDR12_2,WDR12,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
WDR12,WDR12_3,35,True,supervised_train,Q1,THREE_PLUS_GUIDES,111aa86aafb922e3015501c56b32fb0e3e84d59f4e8d1dd85f36e61c9f9206d3,E180::WDR12::WDR12_3,WDR12,F2_PRETRUTH_SUPERVISED,guide_replicate_effect_vs_pooled_control,False,False
XPO5,XPO5_1,952,True,prospective_evaluation,Q4,THREE_PLUS_GUIDES,38f2a1004db7f04c6dd7be100a960e08d020f96494c9f95beed5c39af837e79c,E180::XPO5::XPO5_1,XPO5,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
XPO5,XPO5_2,329,True,prospective_evaluation,Q4,THREE_PLUS_GUIDES,38f2a1004db7f04c6dd7be100a960e08d020f96494c9f95beed5c39af837e79c,E180::XPO5::XPO5_2,XPO5,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
XPO5,XPO5_3,302,True,prospective_evaluation,Q4,THREE_PLUS_GUIDES,38f2a1004db7f04c6dd7be100a960e08d020f96494c9f95beed5c39af837e79c,E180::XPO5::XPO5_3,XPO5,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
XRN2,XRN2_1,106,True,prospective_evaluation,Q1,THREE_PLUS_GUIDES,5a06fa6da01d3a2a35a3a7939631e1004d77140b0dacfdb4374fe2904f6e1bea,E180::XRN2::XRN2_1,XRN2,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
XRN2,XRN2_2,62,True,prospective_evaluation,Q1,THREE_PLUS_GUIDES,5a06fa6da01d3a2a35a3a7939631e1004d77140b0dacfdb4374fe2904f6e1bea,E180::XRN2::XRN2_2,XRN2,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
XRN2,XRN2_3,70,True,prospective_evaluation,Q1,THREE_PLUS_GUIDES,5a06fa6da01d3a2a35a3a7939631e1004d77140b0dacfdb4374fe2904f6e1bea,E180::XRN2::XRN2_3,XRN2,F4_EVALUATION_ONLY,guide_replicate_effect_vs_pooled_control,False,False
ZC3H13,ZC3H13_1,572,True,model_validation,Q3,TWO_GUIDES,9301f345f10d45e66b6a3e6b2a7ada3b7a801381183f616f90ac3eb9cd57ce85,E180::ZC3H13::ZC3H13_1,ZC3H13,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
ZC3H13,ZC3H13_3,117,True,model_validation,Q3,TWO_GUIDES,9301f345f10d45e66b6a3e6b2a7ada3b7a801381183f616f90ac3eb9cd57ce85,E180::ZC3H13::ZC3H13_3,ZC3H13,F2_PRETRUTH_VALIDATION,guide_replicate_effect_vs_pooled_control,False,False
