cell_line,drug_dose,drug,plate,n_full_cells,matched_control_cells,split,maximum_cells_to_extract
CVCL_0292,"[('Cysteamine (hydrochloride)', 5.0, 'uM')]",Cysteamine (hydrochloride),plate6,1732,3410,test_sealed,128
CVCL_0292,"[('DT-061', 0.5, 'uM')]",DT-061,plate2,1853,3958,test_sealed,128
CVCL_0292,"[('DTP3', 0.5, 'uM')]",DTP3,plate2,1778,3958,test_sealed,128
CVCL_0292,"[('Dabrafenib', 5.0, 'uM')]",Dabrafenib,plate3,1634,586,test_sealed,128
CVCL_0292,"[('Daidzin', 0.5, 'uM')]",Daidzin,plate8,2991,3623,test_sealed,128
CVCL_0292,"[('Dimethyl fumarate', 0.5, 'uM')]",Dimethyl fumarate,plate8,2798,3623,test_sealed,128
CVCL_0292,"[('Diphenhydramine', 0.5, 'uM')]",Diphenhydramine,plate8,2368,3623,test_sealed,128
CVCL_0292,"[('Drospirenone', 5.0, 'uM')]",Drospirenone,plate12,2912,3367,test_sealed,128
CVCL_0292,"[('ETC-206', 0.5, 'uM')]",ETC-206,plate2,1790,3958,test_sealed,128
CVCL_0292,"[('Elimusertib hydrochloride', 0.5, 'uM')]",Elimusertib hydrochloride,plate2,1601,3958,test_sealed,128
CVCL_0292,"[('Encorafenib', 5.0, 'uM')]",Encorafenib,plate3,1484,586,test_sealed,128
CVCL_0292,"[('Entecavir (monohydrate)', 5.0, 'uM')]",Entecavir (monohydrate),plate9,1885,1544,test_sealed,128
CVCL_0292,"[('Esmolol (hydrochloride)', 5.0, 'uM')]",Esmolol (hydrochloride),plate12,2684,3367,test_sealed,128
CVCL_0292,"[('Everolimus', 0.5, 'uM')]",Everolimus,plate2,2436,3958,test_sealed,128
CVCL_0292,"[('Filgotinib', 5.0, 'uM')]",Filgotinib,plate12,2962,3367,test_sealed,128
CVCL_0292,"[('Folic acid', 0.5, 'uM')]",Folic acid,plate5,1369,2340,test_sealed,128
CVCL_0292,"[('Folic acid', 5.0, 'uM')]",Folic acid,plate6,2052,3410,test_sealed,128
CVCL_0292,"[('Fulvestrant', 5.0, 'uM')]",Fulvestrant,plate12,2790,3367,test_sealed,128
CVCL_0292,"[('Fusidic acid', 0.05, 'uM')]",Fusidic acid,plate4,1533,2226,test_sealed,128
CVCL_0292,"[('Gallic acid', 5.0, 'uM')]",Gallic acid,plate6,2155,3410,test_sealed,128
CVCL_0292,"[('Gefitinib', 5.0, 'uM')]",Gefitinib,plate12,2970,3367,test_sealed,128
CVCL_0292,"[('Gemcitabine', 0.05, 'uM')]",Gemcitabine,plate1,2519,2594,test_sealed,128
CVCL_0292,"[('Gemcitabine', 0.5, 'uM')]",Gemcitabine,plate2,2311,3958,test_sealed,128
CVCL_0292,"[('Goserelin (acetate)', 0.05, 'uM')]",Goserelin (acetate),plate4,1457,2226,test_sealed,128
CVCL_0292,"[('Goserelin (acetate)', 5.0, 'uM')]",Goserelin (acetate),plate6,2207,3410,test_sealed,128
CVCL_0292,"[('Hexylresorcinol', 5.0, 'uM')]",Hexylresorcinol,plate6,1959,3410,test_sealed,128
CVCL_0292,"[('Hydroxyfasudil', 0.05, 'uM')]",Hydroxyfasudil,plate13,2397,2035,test_sealed,128
CVCL_0292,"[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]",L-Thyroxine (sodium salt pentahydrate),plate6,1374,3410,test_sealed,128
CVCL_0292,"[('Lonafarnib', 0.5, 'uM')]",Lonafarnib,plate2,2438,3958,test_sealed,128
CVCL_0292,"[('Lumateperone (tosylate)', 5.0, 'uM')]",Lumateperone (tosylate),plate6,1610,3410,test_sealed,128
CVCL_0292,"[('Methotrexate', 5.0, 'uM')]",Methotrexate,plate12,2371,3367,test_sealed,128
CVCL_0292,"[('Methylthiouracil', 0.05, 'uM')]",Methylthiouracil,plate10,2439,3113,test_sealed,128
CVCL_0292,"[('Methylthiouracil', 5.0, 'uM')]",Methylthiouracil,plate12,3127,3367,test_sealed,128
CVCL_0292,"[('Minodronic acid', 0.5, 'uM')]",Minodronic acid,plate2,2518,3958,test_sealed,128
CVCL_0292,"[('Neratinib (maleate)', 5.0, 'uM')]",Neratinib (maleate),plate6,2026,3410,test_sealed,128
CVCL_0292,"[('Niclosamide (olamine)', 0.5, 'uM')]",Niclosamide (olamine),plate8,2491,3623,test_sealed,128
CVCL_0292,"[('Oleic acid', 0.5, 'uM')]",Oleic acid,plate2,1830,3958,test_sealed,128
CVCL_0292,"[('Omeprazole', 0.05, 'uM')]",Omeprazole,plate10,2248,3113,test_sealed,128
CVCL_0292,"[('Omeprazole', 5.0, 'uM')]",Omeprazole,plate12,2744,3367,test_sealed,128
CVCL_0292,"[('Ouabain (Octahydrate)', 0.05, 'uM')]",Ouabain (Octahydrate),plate10,2017,3113,test_sealed,128
CVCL_0292,"[('Oxaliplatin', 0.5, 'uM')]",Oxaliplatin,plate2,2456,3958,test_sealed,128
CVCL_0292,"[('Paclitaxel', 0.5, 'uM')]",Paclitaxel,plate2,2494,3958,test_sealed,128
CVCL_0292,"[('Palmatine (chloride)', 0.05, 'uM')]",Palmatine (chloride),plate4,1297,2226,test_sealed,128
CVCL_0292,"[('Pentagastrin', 5.0, 'uM')]",Pentagastrin,plate6,2787,3410,test_sealed,128
CVCL_0292,"[('Perindopril (erbumine)', 0.05, 'uM')]",Perindopril (erbumine),plate10,2493,3113,test_sealed,128
CVCL_0292,"[('Ponatinib', 0.05, 'uM')]",Ponatinib,plate10,1921,3113,test_sealed,128
CVCL_0292,"[('Posaconazole', 5.0, 'uM')]",Posaconazole,plate9,1815,1544,test_sealed,128
CVCL_0292,"[('Pyridoxine (hydrochloride)', 0.5, 'uM')]",Pyridoxine (hydrochloride),plate5,1495,2340,test_sealed,128
CVCL_0292,"[('Pyridoxine (hydrochloride)', 5.0, 'uM')]",Pyridoxine (hydrochloride),plate6,1915,3410,test_sealed,128
CVCL_0292,"[('Quinestrol', 0.05, 'uM')]",Quinestrol,plate4,1725,2226,test_sealed,128
CVCL_0292,"[('RMC-6236', 0.5, 'uM')]",RMC-6236,plate2,2389,3958,test_sealed,128
CVCL_0292,"[('Raltitrexed', 5.0, 'uM')]",Raltitrexed,plate6,2698,3410,test_sealed,128
CVCL_0292,"[('Regorafenib', 0.5, 'uM')]",Regorafenib,plate2,2307,3958,test_sealed,128
CVCL_0292,"[('Relugolix', 5.0, 'uM')]",Relugolix,plate6,2322,3410,test_sealed,128
CVCL_0292,"[('Resveratrol', 5.0, 'uM')]",Resveratrol,plate6,1516,3410,test_sealed,128
CVCL_0292,"[('Riluzole hydrochloride', 5.0, 'uM')]",Riluzole hydrochloride,plate6,1467,3410,test_sealed,128
CVCL_0292,"[('Rimonabant', 0.05, 'uM')]",Rimonabant,plate4,1302,2226,test_sealed,128
CVCL_0292,"[('Selinexor ', 0.05, 'uM')]",Selinexor ,plate4,1556,2226,test_sealed,128
CVCL_0292,"[('Selinexor ', 5.0, 'uM')]",Selinexor ,plate6,1307,3410,test_sealed,128
CVCL_0292,"[('Sivelestat (sodium tetrahydrate)', 5.0, 'uM')]",Sivelestat (sodium tetrahydrate),plate9,2073,1544,test_sealed,128
CVCL_0292,"[('Sonidegib', 0.05, 'uM')]",Sonidegib,plate13,2184,2035,test_sealed,128
CVCL_0292,"[('Tolcapone', 5.0, 'uM')]",Tolcapone,plate6,1577,3410,test_sealed,128
CVCL_0292,"[('Torkinib', 0.5, 'uM')]",Torkinib,plate2,1830,3958,test_sealed,128
CVCL_0292,"[('Tubulin inhibitor 6', 0.5, 'uM')]",Tubulin inhibitor 6,plate2,2509,3958,test_sealed,128
CVCL_0292,"[('Uridine', 5.0, 'uM')]",Uridine,plate12,3386,3367,test_sealed,128
CVCL_0292,"[('Vemurafenib', 0.5, 'uM')]",Vemurafenib,plate2,3042,3958,test_sealed,128
CVCL_0292,"[('olaparib', 0.5, 'uM')]",olaparib,plate2,1979,3958,test_sealed,128
CVCL_1056,"[('(R)-Verapamil (hydrochloride)', 0.05, 'uM')]",(R)-Verapamil (hydrochloride),plate4,2483,4614,test_sealed,128
CVCL_1056,"[('4EGI-1', 0.5, 'uM')]",4EGI-1,plate2,2993,6793,test_sealed,128
CVCL_1056,"[('8-Hydroxyquinoline', 5.0, 'uM')]",8-Hydroxyquinoline,plate6,2659,5753,test_sealed,128
CVCL_1056,"[('Adagrasib', 0.05, 'uM')]",Adagrasib,plate7,4440,2769,test_sealed,128
CVCL_1056,"[('Adenine', 5.0, 'uM')]",Adenine,plate6,3016,5753,test_sealed,128
CVCL_1056,"[('Afatinib', 0.5, 'uM')]",Afatinib,plate8,3499,5111,test_sealed,128
CVCL_1056,"[('Afatinib', 5.0, 'uM')]",Afatinib,plate3,1964,2773,test_sealed,128
CVCL_1056,"[('Almonertinib (mesylate)', 0.5, 'uM')]",Almonertinib (mesylate),plate8,5225,5111,test_sealed,128
CVCL_1056,"[('Anastrozole', 0.5, 'uM')]",Anastrozole,plate2,4135,6793,test_sealed,128
CVCL_1056,"[('Anethole trithione', 0.05, 'uM')]",Anethole trithione,plate4,2439,4614,test_sealed,128
CVCL_1056,"[('Anethole trithione', 0.5, 'uM')]",Anethole trithione,plate5,3041,5743,test_sealed,128
CVCL_1056,"[('Apalutamide', 0.5, 'uM')]",Apalutamide,plate8,3833,5111,test_sealed,128
CVCL_1056,"[('Artemether', 5.0, 'uM')]",Artemether,plate12,4656,4450,test_sealed,128
CVCL_1056,"[('Artesunate', 5.0, 'uM')]",Artesunate,plate6,2902,5753,test_sealed,128
CVCL_1056,"[('Ataluren', 5.0, 'uM')]",Ataluren,plate12,6366,4450,test_sealed,128
CVCL_1056,"[('Baicalin', 5.0, 'uM')]",Baicalin,plate6,3540,5753,test_sealed,128
CVCL_1056,"[('Balsalazide (sodium hydrate)', 5.0, 'uM')]",Balsalazide (sodium hydrate),plate6,2775,5753,test_sealed,128
CVCL_1056,"[('Berbamine (dihydrochloride)', 0.5, 'uM')]",Berbamine (dihydrochloride),plate8,4728,5111,test_sealed,128
CVCL_1056,"[('Berbamine', 5.0, 'uM')]",Berbamine,plate6,2845,5753,test_sealed,128
CVCL_1056,"[('Berberine (chloride hydrate)', 5.0, 'uM')]",Berberine (chloride hydrate),plate6,3715,5753,test_sealed,128
CVCL_1056,"[('Bicalutamide', 0.05, 'uM')]",Bicalutamide,plate10,2927,6931,test_sealed,128
CVCL_1056,"[('Bicalutamide', 5.0, 'uM')]",Bicalutamide,plate12,4984,4450,test_sealed,128
CVCL_1056,"[('Binimetinib', 5.0, 'uM')]",Binimetinib,plate12,6314,4450,test_sealed,128
CVCL_1056,"[('Brimonidine', 5.0, 'uM')]",Brimonidine,plate12,5518,4450,test_sealed,128
CVCL_1056,"[('Canagliflozin (hemihydrate)', 5.0, 'uM')]",Canagliflozin (hemihydrate),plate12,7295,4450,test_sealed,128
CVCL_1056,"[('Capivasertib', 0.5, 'uM')]",Capivasertib,plate2,2804,6793,test_sealed,128
CVCL_1056,"[('Carbidopa (monohydrate)', 0.05, 'uM')]",Carbidopa (monohydrate),plate13,4583,2774,test_sealed,128
CVCL_1056,"[('Chlorhexidine (diacetate)', 0.5, 'uM')]",Chlorhexidine (diacetate),plate5,2535,5743,test_sealed,128
CVCL_1056,"[('Cinacalcet', 5.0, 'uM')]",Cinacalcet,plate12,4494,4450,test_sealed,128
CVCL_1056,"[('Clonidine (hydrochloride)', 0.05, 'uM')]",Clonidine (hydrochloride),plate4,2913,4614,test_sealed,128
CVCL_1056,"[('Clonidine (hydrochloride)', 5.0, 'uM')]",Clonidine (hydrochloride),plate6,4484,5753,test_sealed,128
CVCL_1056,"[('Cloxacillin (sodium)', 5.0, 'uM')]",Cloxacillin (sodium),plate6,2570,5753,test_sealed,128
CVCL_1056,"[('Crizotinib (hydrochloride)', 5.0, 'uM')]",Crizotinib (hydrochloride),plate12,4710,4450,test_sealed,128
CVCL_1056,"[('Cysteamine (hydrochloride)', 5.0, 'uM')]",Cysteamine (hydrochloride),plate6,2810,5753,test_sealed,128
CVCL_1056,"[('DT-061', 0.5, 'uM')]",DT-061,plate2,3072,6793,test_sealed,128
CVCL_1056,"[('DTP3', 0.5, 'uM')]",DTP3,plate2,3188,6793,test_sealed,128
CVCL_1056,"[('Dabrafenib', 5.0, 'uM')]",Dabrafenib,plate3,3481,2773,test_sealed,128
CVCL_1056,"[('Daidzin', 0.5, 'uM')]",Daidzin,plate8,4203,5111,test_sealed,128
CVCL_1056,"[('Dimethyl fumarate', 0.5, 'uM')]",Dimethyl fumarate,plate8,3752,5111,test_sealed,128
CVCL_1056,"[('Diphenhydramine', 0.5, 'uM')]",Diphenhydramine,plate8,3157,5111,test_sealed,128
CVCL_1056,"[('Drospirenone', 5.0, 'uM')]",Drospirenone,plate12,4564,4450,test_sealed,128
CVCL_1056,"[('ETC-206', 0.5, 'uM')]",ETC-206,plate2,3018,6793,test_sealed,128
CVCL_1056,"[('Elimusertib hydrochloride', 0.5, 'uM')]",Elimusertib hydrochloride,plate2,2728,6793,test_sealed,128
CVCL_1056,"[('Encorafenib', 5.0, 'uM')]",Encorafenib,plate3,2755,2773,test_sealed,128
CVCL_1056,"[('Entecavir (monohydrate)', 5.0, 'uM')]",Entecavir (monohydrate),plate9,4343,4078,test_sealed,128
CVCL_1056,"[('Esmolol (hydrochloride)', 5.0, 'uM')]",Esmolol (hydrochloride),plate12,5347,4450,test_sealed,128
CVCL_1056,"[('Everolimus', 0.5, 'uM')]",Everolimus,plate2,3694,6793,test_sealed,128
CVCL_1056,"[('Filgotinib', 5.0, 'uM')]",Filgotinib,plate12,6635,4450,test_sealed,128
CVCL_1056,"[('Folic acid', 0.5, 'uM')]",Folic acid,plate5,3416,5743,test_sealed,128
CVCL_1056,"[('Folic acid', 5.0, 'uM')]",Folic acid,plate6,2852,5753,test_sealed,128
CVCL_1056,"[('Fulvestrant', 5.0, 'uM')]",Fulvestrant,plate12,6511,4450,test_sealed,128
CVCL_1056,"[('Fusidic acid', 0.05, 'uM')]",Fusidic acid,plate4,2570,4614,test_sealed,128
CVCL_1056,"[('Gallic acid', 5.0, 'uM')]",Gallic acid,plate6,3267,5753,test_sealed,128
CVCL_1056,"[('Gefitinib', 5.0, 'uM')]",Gefitinib,plate12,6185,4450,test_sealed,128
CVCL_1056,"[('Gemcitabine', 0.05, 'uM')]",Gemcitabine,plate1,3855,3761,test_sealed,128
CVCL_1056,"[('Gemcitabine', 0.5, 'uM')]",Gemcitabine,plate2,2984,6793,test_sealed,128
CVCL_1056,"[('Goserelin (acetate)', 0.05, 'uM')]",Goserelin (acetate),plate4,2805,4614,test_sealed,128
CVCL_1056,"[('Goserelin (acetate)', 5.0, 'uM')]",Goserelin (acetate),plate6,3164,5753,test_sealed,128
CVCL_1056,"[('Hexylresorcinol', 5.0, 'uM')]",Hexylresorcinol,plate6,3078,5753,test_sealed,128
CVCL_1056,"[('Hydroxyfasudil', 0.05, 'uM')]",Hydroxyfasudil,plate13,3609,2774,test_sealed,128
CVCL_1056,"[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]",L-Thyroxine (sodium salt pentahydrate),plate6,2791,5753,test_sealed,128
CVCL_1056,"[('Lonafarnib', 0.5, 'uM')]",Lonafarnib,plate2,2592,6793,test_sealed,128
CVCL_1056,"[('Lumateperone (tosylate)', 5.0, 'uM')]",Lumateperone (tosylate),plate6,2321,5753,test_sealed,128
CVCL_1056,"[('Methotrexate', 5.0, 'uM')]",Methotrexate,plate12,3825,4450,test_sealed,128
CVCL_1056,"[('Methylthiouracil', 0.05, 'uM')]",Methylthiouracil,plate10,5562,6931,test_sealed,128
CVCL_1056,"[('Methylthiouracil', 5.0, 'uM')]",Methylthiouracil,plate12,6477,4450,test_sealed,128
CVCL_1056,"[('Minodronic acid', 0.5, 'uM')]",Minodronic acid,plate2,3861,6793,test_sealed,128
CVCL_1056,"[('Neratinib (maleate)', 5.0, 'uM')]",Neratinib (maleate),plate6,3005,5753,test_sealed,128
CVCL_1056,"[('Niclosamide (olamine)', 0.5, 'uM')]",Niclosamide (olamine),plate8,4128,5111,test_sealed,128
CVCL_1056,"[('Oleic acid', 0.5, 'uM')]",Oleic acid,plate2,2753,6793,test_sealed,128
CVCL_1056,"[('Omeprazole', 0.05, 'uM')]",Omeprazole,plate10,4213,6931,test_sealed,128
CVCL_1056,"[('Omeprazole', 5.0, 'uM')]",Omeprazole,plate12,5409,4450,test_sealed,128
CVCL_1056,"[('Ouabain (Octahydrate)', 0.05, 'uM')]",Ouabain (Octahydrate),plate10,4263,6931,test_sealed,128
CVCL_1056,"[('Oxaliplatin', 0.5, 'uM')]",Oxaliplatin,plate2,3628,6793,test_sealed,128
CVCL_1056,"[('Paclitaxel', 0.5, 'uM')]",Paclitaxel,plate2,2953,6793,test_sealed,128
CVCL_1056,"[('Palmatine (chloride)', 0.05, 'uM')]",Palmatine (chloride),plate4,2654,4614,test_sealed,128
CVCL_1056,"[('Pentagastrin', 5.0, 'uM')]",Pentagastrin,plate6,3540,5753,test_sealed,128
CVCL_1056,"[('Perindopril (erbumine)', 0.05, 'uM')]",Perindopril (erbumine),plate10,4170,6931,test_sealed,128
CVCL_1056,"[('Ponatinib', 0.05, 'uM')]",Ponatinib,plate10,3991,6931,test_sealed,128
CVCL_1056,"[('Posaconazole', 5.0, 'uM')]",Posaconazole,plate9,4004,4078,test_sealed,128
CVCL_1056,"[('Pyridoxine (hydrochloride)', 0.5, 'uM')]",Pyridoxine (hydrochloride),plate5,3359,5743,test_sealed,128
CVCL_1056,"[('Pyridoxine (hydrochloride)', 5.0, 'uM')]",Pyridoxine (hydrochloride),plate6,2607,5753,test_sealed,128
CVCL_1056,"[('Quinestrol', 0.05, 'uM')]",Quinestrol,plate4,3002,4614,test_sealed,128
CVCL_1056,"[('RMC-6236', 0.5, 'uM')]",RMC-6236,plate2,2786,6793,test_sealed,128
CVCL_1056,"[('Raltitrexed', 5.0, 'uM')]",Raltitrexed,plate6,3568,5753,test_sealed,128
CVCL_1056,"[('Regorafenib', 0.5, 'uM')]",Regorafenib,plate2,2934,6793,test_sealed,128
CVCL_1056,"[('Relugolix', 5.0, 'uM')]",Relugolix,plate6,3098,5753,test_sealed,128
CVCL_1056,"[('Resveratrol', 5.0, 'uM')]",Resveratrol,plate6,3237,5753,test_sealed,128
CVCL_1056,"[('Riluzole hydrochloride', 5.0, 'uM')]",Riluzole hydrochloride,plate6,2321,5753,test_sealed,128
CVCL_1056,"[('Rimonabant', 0.05, 'uM')]",Rimonabant,plate4,2523,4614,test_sealed,128
CVCL_1056,"[('Selinexor ', 0.05, 'uM')]",Selinexor ,plate4,3296,4614,test_sealed,128
CVCL_1056,"[('Selinexor ', 5.0, 'uM')]",Selinexor ,plate6,2622,5753,test_sealed,128
CVCL_1056,"[('Sivelestat (sodium tetrahydrate)', 5.0, 'uM')]",Sivelestat (sodium tetrahydrate),plate9,3699,4078,test_sealed,128
CVCL_1056,"[('Sonidegib', 0.05, 'uM')]",Sonidegib,plate13,3208,2774,test_sealed,128
CVCL_1056,"[('Tolcapone', 5.0, 'uM')]",Tolcapone,plate6,2706,5753,test_sealed,128
CVCL_1056,"[('Torkinib', 0.5, 'uM')]",Torkinib,plate2,2849,6793,test_sealed,128
CVCL_1056,"[('Tubulin inhibitor 6', 0.5, 'uM')]",Tubulin inhibitor 6,plate2,2827,6793,test_sealed,128
CVCL_1056,"[('Uridine', 5.0, 'uM')]",Uridine,plate12,6630,4450,test_sealed,128
CVCL_1056,"[('Vemurafenib', 0.5, 'uM')]",Vemurafenib,plate2,4042,6793,test_sealed,128
CVCL_1056,"[('olaparib', 0.5, 'uM')]",olaparib,plate2,3008,6793,test_sealed,128
CVCL_1097,"[('(R)-Verapamil (hydrochloride)', 0.05, 'uM')]",(R)-Verapamil (hydrochloride),plate4,2095,3885,test_sealed,128
CVCL_1097,"[('4EGI-1', 0.5, 'uM')]",4EGI-1,plate2,3348,6833,test_sealed,128
CVCL_1097,"[('8-Hydroxyquinoline', 5.0, 'uM')]",8-Hydroxyquinoline,plate6,2432,5462,test_sealed,128
CVCL_1097,"[('Adagrasib', 0.05, 'uM')]",Adagrasib,plate2,3684,6833,test_sealed,128
CVCL_1097,"[('Adenine', 5.0, 'uM')]",Adenine,plate6,2845,5462,test_sealed,128
CVCL_1097,"[('Afatinib', 0.5, 'uM')]",Afatinib,plate2,3235,6833,test_sealed,128
CVCL_1097,"[('Afatinib', 5.0, 'uM')]",Afatinib,plate3,1915,1407,test_sealed,128
CVCL_1097,"[('Almonertinib (mesylate)', 0.5, 'uM')]",Almonertinib (mesylate),plate8,3916,3576,test_sealed,128
CVCL_1097,"[('Anastrozole', 0.5, 'uM')]",Anastrozole,plate2,4235,6833,test_sealed,128
CVCL_1097,"[('Anethole trithione', 0.05, 'uM')]",Anethole trithione,plate4,2408,3885,test_sealed,128
CVCL_1097,"[('Anethole trithione', 0.5, 'uM')]",Anethole trithione,plate5,2537,4750,test_sealed,128
CVCL_1097,"[('Apalutamide', 0.5, 'uM')]",Apalutamide,plate8,2207,3576,test_sealed,128
CVCL_1097,"[('Artemether', 5.0, 'uM')]",Artemether,plate12,2567,3704,test_sealed,128
CVCL_1097,"[('Artesunate', 5.0, 'uM')]",Artesunate,plate6,2982,5462,test_sealed,128
CVCL_1097,"[('Ataluren', 5.0, 'uM')]",Ataluren,plate12,3700,3704,test_sealed,128
CVCL_1097,"[('Baicalin', 5.0, 'uM')]",Baicalin,plate6,3144,5462,test_sealed,128
CVCL_1097,"[('Balsalazide (sodium hydrate)', 5.0, 'uM')]",Balsalazide (sodium hydrate),plate6,2487,5462,test_sealed,128
CVCL_1097,"[('Berbamine (dihydrochloride)', 0.5, 'uM')]",Berbamine (dihydrochloride),plate8,2938,3576,test_sealed,128
CVCL_1097,"[('Berbamine', 5.0, 'uM')]",Berbamine,plate6,2273,5462,test_sealed,128
CVCL_1097,"[('Berberine (chloride hydrate)', 5.0, 'uM')]",Berberine (chloride hydrate),plate6,3790,5462,test_sealed,128
CVCL_1097,"[('Bicalutamide', 0.05, 'uM')]",Bicalutamide,plate10,1978,4167,test_sealed,128
CVCL_1097,"[('Bicalutamide', 5.0, 'uM')]",Bicalutamide,plate12,3090,3704,test_sealed,128
CVCL_1097,"[('Binimetinib', 5.0, 'uM')]",Binimetinib,plate12,3399,3704,test_sealed,128
CVCL_1097,"[('Brimonidine', 5.0, 'uM')]",Brimonidine,plate12,3117,3704,test_sealed,128
CVCL_1097,"[('Canagliflozin (hemihydrate)', 5.0, 'uM')]",Canagliflozin (hemihydrate),plate12,4286,3704,test_sealed,128
CVCL_1097,"[('Capivasertib', 0.5, 'uM')]",Capivasertib,plate2,2905,6833,test_sealed,128
CVCL_1097,"[('Carbidopa (monohydrate)', 0.05, 'uM')]",Carbidopa (monohydrate),plate13,2755,1808,test_sealed,128
CVCL_1097,"[('Chlorhexidine (diacetate)', 0.5, 'uM')]",Chlorhexidine (diacetate),plate5,1757,4750,test_sealed,128
CVCL_1097,"[('Cinacalcet', 5.0, 'uM')]",Cinacalcet,plate12,2995,3704,test_sealed,128
CVCL_1097,"[('Clonidine (hydrochloride)', 0.05, 'uM')]",Clonidine (hydrochloride),plate4,2722,3885,test_sealed,128
CVCL_1097,"[('Clonidine (hydrochloride)', 5.0, 'uM')]",Clonidine (hydrochloride),plate6,4353,5462,test_sealed,128
CVCL_1097,"[('Cloxacillin (sodium)', 5.0, 'uM')]",Cloxacillin (sodium),plate6,2276,5462,test_sealed,128
CVCL_1097,"[('Crizotinib (hydrochloride)', 5.0, 'uM')]",Crizotinib (hydrochloride),plate12,2809,3704,test_sealed,128
CVCL_1097,"[('Cysteamine (hydrochloride)', 5.0, 'uM')]",Cysteamine (hydrochloride),plate6,2496,5462,test_sealed,128
CVCL_1097,"[('DT-061', 0.5, 'uM')]",DT-061,plate2,2913,6833,test_sealed,128
CVCL_1097,"[('DTP3', 0.5, 'uM')]",DTP3,plate2,3140,6833,test_sealed,128
CVCL_1097,"[('Dabrafenib', 5.0, 'uM')]",Dabrafenib,plate3,2605,1407,test_sealed,128
CVCL_1097,"[('Daidzin', 0.5, 'uM')]",Daidzin,plate8,2966,3576,test_sealed,128
CVCL_1097,"[('Dimethyl fumarate', 0.5, 'uM')]",Dimethyl fumarate,plate8,2554,3576,test_sealed,128
CVCL_1097,"[('Diphenhydramine', 0.5, 'uM')]",Diphenhydramine,plate8,2549,3576,test_sealed,128
CVCL_1097,"[('Drospirenone', 5.0, 'uM')]",Drospirenone,plate12,3131,3704,test_sealed,128
CVCL_1097,"[('ETC-206', 0.5, 'uM')]",ETC-206,plate2,3113,6833,test_sealed,128
CVCL_1097,"[('Elimusertib hydrochloride', 0.5, 'uM')]",Elimusertib hydrochloride,plate2,2175,6833,test_sealed,128
CVCL_1097,"[('Encorafenib', 5.0, 'uM')]",Encorafenib,plate3,2626,1407,test_sealed,128
CVCL_1097,"[('Entecavir (monohydrate)', 5.0, 'uM')]",Entecavir (monohydrate),plate9,2001,1820,test_sealed,128
CVCL_1097,"[('Esmolol (hydrochloride)', 5.0, 'uM')]",Esmolol (hydrochloride),plate12,3012,3704,test_sealed,128
CVCL_1097,"[('Everolimus', 0.5, 'uM')]",Everolimus,plate2,3706,6833,test_sealed,128
CVCL_1097,"[('Filgotinib', 5.0, 'uM')]",Filgotinib,plate12,3221,3704,test_sealed,128
CVCL_1097,"[('Folic acid', 0.5, 'uM')]",Folic acid,plate5,2491,4750,test_sealed,128
CVCL_1097,"[('Folic acid', 5.0, 'uM')]",Folic acid,plate6,2349,5462,test_sealed,128
CVCL_1097,"[('Fulvestrant', 5.0, 'uM')]",Fulvestrant,plate12,4083,3704,test_sealed,128
CVCL_1097,"[('Fusidic acid', 0.05, 'uM')]",Fusidic acid,plate4,2556,3885,test_sealed,128
CVCL_1097,"[('Gallic acid', 5.0, 'uM')]",Gallic acid,plate6,2970,5462,test_sealed,128
CVCL_1097,"[('Gefitinib', 5.0, 'uM')]",Gefitinib,plate12,4157,3704,test_sealed,128
CVCL_1097,"[('Gemcitabine', 0.05, 'uM')]",Gemcitabine,plate1,4027,4243,test_sealed,128
CVCL_1097,"[('Gemcitabine', 0.5, 'uM')]",Gemcitabine,plate2,3399,6833,test_sealed,128
CVCL_1097,"[('Goserelin (acetate)', 0.05, 'uM')]",Goserelin (acetate),plate4,2651,3885,test_sealed,128
CVCL_1097,"[('Goserelin (acetate)', 5.0, 'uM')]",Goserelin (acetate),plate6,2916,5462,test_sealed,128
CVCL_1097,"[('Hexylresorcinol', 5.0, 'uM')]",Hexylresorcinol,plate6,2804,5462,test_sealed,128
CVCL_1097,"[('Hydroxyfasudil', 0.05, 'uM')]",Hydroxyfasudil,plate13,2347,1808,test_sealed,128
CVCL_1097,"[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]",L-Thyroxine (sodium salt pentahydrate),plate6,2388,5462,test_sealed,128
CVCL_1097,"[('Lonafarnib', 0.5, 'uM')]",Lonafarnib,plate2,3560,6833,test_sealed,128
CVCL_1097,"[('Lumateperone (tosylate)', 5.0, 'uM')]",Lumateperone (tosylate),plate6,2265,5462,test_sealed,128
CVCL_1097,"[('Methotrexate', 5.0, 'uM')]",Methotrexate,plate12,2783,3704,test_sealed,128
CVCL_1097,"[('Methylthiouracil', 0.05, 'uM')]",Methylthiouracil,plate10,3313,4167,test_sealed,128
CVCL_1097,"[('Methylthiouracil', 5.0, 'uM')]",Methylthiouracil,plate12,3875,3704,test_sealed,128
CVCL_1097,"[('Minodronic acid', 0.5, 'uM')]",Minodronic acid,plate2,3877,6833,test_sealed,128
CVCL_1097,"[('Neratinib (maleate)', 5.0, 'uM')]",Neratinib (maleate),plate6,3149,5462,test_sealed,128
