name,wos_name,field,track,track_cn,verdict_a,verdict_b,verdict_a_cn,verdict_b_cn,cas_note,publishes,a_ask,b_ask,a_why,b_why,we_have,we_lack,b_have,b_lack,source_opened,profile_origin,official_scope_verified,care_a,care_b
Nature Biotechnology,NATURE BIOTECHNOLOGY,BIOTECH,multidisciplinary,综合/方法顶刊,q1_off,q1_off,一区/顶刊不对轨或故事不够,一区/顶刊不对轨或故事不够,中科院 1 区 Top 口径。,Nature Biotechnology 是 TxPert 本家轨道：可部署的生物技术或预测方法，能改变实验或产业决策。SafeConf 不是新预测器。把审计层再投进 TxPert 的家，主张重复而且证据更弱。业务B若真的让 TxPert 在未见背景上稳定变准，才有资格重新讨论这本；现在没有。,是不是可部署方法、是否改变实验预算。,训练收益是否大到能改写 TxPert 的使用方式。,业务A不是这本杂志要的可部署预测器。,业务B没有正式效果，不能碰这本。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 生物技术与应用微生物 完整名单,hand_profile,not_recorded,"2,2,2,2,1,2,2,2","2,2,2,1,2,2,2,2"
Nature Communications,Nature Communications,MULTI,multidisciplinary,综合/方法顶刊,q1_off,q1_off,一区/顶刊不对轨或故事不够,一区/顶刊不对轨或故事不够,中科院 1 区。,Nature Communications 要完整故事：方法新、证据硬、边界清，最好有功能验证。当前主结果是审计现象，不是“方法已经改写训练和实验预算”。两条业务都还缺完整故事。,完整故事、独立确认、失败边界。,正式训练收益加独立确认。,业务A现在不能冲。,业务B现在不能冲。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 多学科科学 完整名单,hand_profile,not_recorded,"2,2,2,2,1,2,2,2","2,2,2,1,2,2,2,2"
Nature Computational Science,Nature Computational Science,MULTI+CS_IA+CELL,ml,机器学习,q1_off,q1_off,一区/顶刊不对轨或故事不够,一区/顶刊不对轨或故事不够,计算科学综合。,Nature Computational Science 要新计算原理，不是一次领域内评价协议。,计算原理。,训练算法原理。,业务A增量是评价协议，不是新计算原理。,业务B未就绪。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 多学科科学 完整名单；2026-09-07 打开 计算机科学跨学科应用 完整名单；Cell/Nature 家族交叉补入,hand_profile,not_recorded,"2,2,2,2,2,2,1,0","2,2,2,1,2,2,1,0"
Nature Genetics,NATURE GENETICS,GENETICS,genomics,基因组学,q1_off,q1_off,一区/顶刊不对轨或故事不够,一区/顶刊不对轨或故事不够,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,Nature Genetics 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是基因组学：基因组发现或能推动基因组实验的方法。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,Nature Genetics：A=一区/顶刊不对轨或故事不够；B=一区/顶刊不对轨或故事不够,业务B判定：一区/顶刊不对轨或故事不够。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"2,2,2,2,1,2,2,2","2,2,2,1,2,2,2,2"
Nature Machine Intelligence,Nature Machine Intelligence,CS_IA+CS_AI,ml,机器学习,q1_off,q1_off,一区/顶刊不对轨或故事不够,一区/顶刊不对轨或故事不够,机器学习顶刊口径。,Nature Machine Intelligence 要新的学习算法或理论，不是把已有图网络接到事后审计协议上。业务A是应用审计，不对轨。业务B如果只是加权重，也不是新学习原理。,算法新意。,学习原理新意加硬收益。,业务A缺方法新意与跨架构。,业务B没有效果，也未必有算法新意。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 计算机科学跨学科应用 完整名单；2026-09-07 打开 计算机科学人工智能 完整名单,hand_profile,not_recorded,"2,2,2,2,2,2,1,0","2,2,2,1,2,2,1,0"
Nature Methods,NATURE METHODS,BRM,multidisciplinary,综合/方法顶刊,q1_off,q1_off,一区/顶刊不对轨或故事不够,一区/顶刊不对轨或故事不够,中科院 1 区 Top；JCR Q1。,Nature Methods 要成为领域默认用法：新原理或新评价被社区接着用，而不是一次内部审计。TxPert 本身已在更高影响力的 Nature Biotechnology 轨道上。SafeConf 目前是 TxPert 预测之后的风险层，单独排序还弱于幅度，也没有证明实验室会改复核名单或改训练流程。业务A若投这里，会被问：为什么不是幅度就够了。业务B若投这里，会被问：训练到底有没有变准。,是不是领域默认评价、有没有独立实验室接着用、是否改变实验预算。,加权是不是新训练原理、是否在多个预测器上成立、有没有硬收益。,业务A现在不能冲。把“一区可以冲刺”写进组会，会被问幅度和 E204。,业务B连正式效果都没有，更不能冲 Nature Methods。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 生化研究方法 完整名单,hand_profile,not_recorded,"2,2,2,2,1,2,2,2","2,2,2,1,2,2,2,2"
NeurIPS,NeurIPS,CCF,conference,计算机会议,q1_off,q1_off,一区/顶刊不对轨或故事不够,一区/顶刊不对轨或故事不够,CCF-A 会议。,NeurIPS 要机器学习新方法。业务A是应用审计，不对轨。业务B若只是任务加权，通常也不够当主会方法。,ML 新方法。,新学习算法加充分实验。,业务A是应用审计。,业务B没有效果，也未必有算法新意。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,CCF 会议交叉补入,hand_profile,not_recorded,"2,2,2,2,2,2,1,0","2,2,2,1,2,2,1,0"
npj Systems Biology and Applications,npj Systems Biology and Applications,MCB,systems,系统生物学,q1_off,q1_off,一区/顶刊不对轨或故事不够,一区/顶刊不对轨或故事不够,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,npj Systems Biology and Applications 出现在本次打开的完整名单里，学科来源：数学与计算生物学。按刊名和栏目，它日常刊登的是系统生物学：网络、通路或细胞决策的机制模型。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,npj Systems Biology and Applications：A=一区/顶刊不对轨或故事不够；B=一区/顶刊不对轨或故事不够,业务B判定：一区/顶刊不对轨或故事不够。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 数学与计算生物学 完整名单,title_category_rule,not_recorded,"2,2,2,2,1,2,2,2","2,2,2,1,2,2,2,2"
Nucleic Acids Research,Nucleic Acids Research,GENOMICS,database,数据库/Web 资源,q1_off,off_track,一区/顶刊不对轨或故事不够,学科不对轨,中科院常见 1 区或 2 区（看当年大类表）。,Nucleic Acids Research 的方法/资源轨道很强：数据库、Web server、被很多人用的工具。当前没有对外可点击的风险评价服务，也没有新资源库。业务A若改成“可点击的风险评价服务 + 冻结数据”，才进入讨论；那是另一条工程线。业务B不是 NAR 的资源栏目。,对外 Web 服务或广泛工具、使用说明、冻结数据。,NAR 不靠一篇训练加权实验吃饭。,业务A现在没有对外服务，不对轨到资源栏目。,业务B不是 NAR 栏目。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,没有对口的业务B稿件。,学科不对轨。做出训练效果也填不上业务B。,基因组/方法交叉补入,hand_profile,not_recorded,"2,2,2,1,1,2,2,1","0,0,0,0,0,0,0,0"
PLoS Genetics,PLoS Genetics,GENETICS,genomics,基因组学,q1_off,q1_off,一区/顶刊不对轨或故事不够,一区/顶刊不对轨或故事不够,本表不把分区写成录用保证。投稿前以学院指定查询系统为准。,PLoS Genetics 出现在本次打开的完整名单里，学科来源：遗传学。按刊名和栏目，它日常刊登的是基因组学：基因组发现或能推动基因组实验的方法。评价时必须把两条业务拆开：业务A是预测后给任务打风险分（SafeConf，E201 有 Spearman 0.4082），业务B是用源域风险给 TxPert 重新加权训练（E204 没有 80 轮正式效果）。不能用一句“生信刊都能投”或“都不对轨”代替逐本判断。,这本杂志会不会把业务A当成自己栏目里的方法/评价稿。,这本杂志会不会把业务B当成训练/算法增量稿。,PLoS Genetics：A=一区/顶刊不对轨或故事不够；B=一区/顶刊不对轨或故事不够,业务B判定：一区/顶刊不对轨或故事不够。,"E201：1808 个主任务、K562/RPE1/HepG2/Jurkat 先封存再解封；SafeConf Spearman 0.4082，区间 [0.3506, 0.4621]；预测幅度 0.6189；偏相关 0.2503；20% 效用 0.3200 vs 幅度 0.5943。",单独排序没有超过幅度（效用差 -0.2743）；E205 未跑，四个种子仍是同一 GAT；没有冻结后的新外部数据；没有湿实验。,E204 只有工程验收：权重覆盖正确、对照权重为 1、没有偷看目标扰动表达。没有 80 轮正式效果表，不能写模型变准。,缺 16 个 risk_weighted + 16 个 dispersion_only 的 80 轮正式模型，以及与 E201 的 16 个 uniform 模型按同一 target、同一 seed 成对比较。主判断已冻结：高难任务 RMSE 是否下降，全体 RMSE 恶化是否不超过 5%。,2026-09-07 打开 遗传学 完整名单,title_category_rule,not_recorded,"2,2,2,2,1,2,2,2","2,2,2,1,2,2,2,2"
