target,condition,source_context,n_source_perturbed_cells,n_source_batches,n_source_control_cells
K562,POLR1C+ctrl,RPE1,177,53,11485
K562,POLR2F+ctrl,RPE1,53,34,11485
K562,POLR2I+ctrl,RPE1,143,52,11485
K562,POLR2M+ctrl,RPE1,172,49,11485
K562,POLR3D+ctrl,RPE1,30,22,11485
K562,POLR3E+ctrl,RPE1,40,28,11485
K562,POLR3F+ctrl,RPE1,37,27,11485
K562,POLR3H+ctrl,RPE1,50,28,11485
K562,POLRMT+ctrl,RPE1,212,56,11485
K562,POP4+ctrl,RPE1,40,27,11485
K562,POP5+ctrl,RPE1,37,27,11485
K562,POP7+ctrl,RPE1,56,32,11485
K562,POU3F1+ctrl,RPE1,133,49,11485
K562,PPA1+ctrl,RPE1,130,52,11485
K562,PPARGC1B+ctrl,RPE1,77,42,11485
K562,PPIE+ctrl,RPE1,25,23,11485
K562,PPIH+ctrl,RPE1,36,31,11485
K562,PPIL2+ctrl,RPE1,37,24,11485
K562,PPIL4+ctrl,RPE1,86,47,11485
K562,PPP1R10+ctrl,RPE1,23,18,11485
K562,PPP1R11+ctrl,RPE1,47,32,11485
K562,PPP1R15B+ctrl,RPE1,60,41,11485
K562,PPP1R2+ctrl,RPE1,80,42,11485
K562,PPP1R37+ctrl,RPE1,347,56,11485
K562,PPP1R7+ctrl,RPE1,39,23,11485
K562,PPP1R8+ctrl,RPE1,142,52,11485
K562,PPP2CA+ctrl,RPE1,94,47,11485
K562,PPP2CB+ctrl,RPE1,92,49,11485
K562,PPP2R1A+ctrl,RPE1,215,54,11485
K562,PPP2R3C+ctrl,RPE1,128,51,11485
K562,PPP4R2+ctrl,RPE1,68,35,11485
K562,PPP6C+ctrl,RPE1,1539,56,11485
K562,PPWD1+ctrl,RPE1,47,33,11485
K562,PRDM10+ctrl,RPE1,54,34,11485
K562,PRDM8+ctrl,RPE1,28,25,11485
K562,PRIM2+ctrl,RPE1,31,27,11485
K562,PRKCA+ctrl,RPE1,107,46,11485
K562,PRKRA+ctrl,RPE1,50,35,11485
K562,PRMT1+ctrl,RPE1,36,28,11485
K562,PRMT5+ctrl,RPE1,126,50,11485
K562,PRORP+ctrl,RPE1,151,54,11485
K562,PRPF18+ctrl,RPE1,59,34,11485
K562,PRPF38A+ctrl,RPE1,36,27,11485
K562,PRRC2A+ctrl,RPE1,147,52,11485
K562,PSMA2+ctrl,RPE1,18,17,11485
K562,PSMA3+ctrl,RPE1,35,28,11485
K562,PSMA6+ctrl,RPE1,21,19,11485
K562,PSMB2+ctrl,RPE1,49,32,11485
K562,PSMB3+ctrl,RPE1,35,25,11485
K562,PSMB4+ctrl,RPE1,25,21,11485
K562,PSMB6+ctrl,RPE1,57,37,11485
K562,PSMC1+ctrl,RPE1,68,39,11485
K562,PSMC2+ctrl,RPE1,34,26,11485
K562,PSMC4+ctrl,RPE1,26,19,11485
K562,PSMC5+ctrl,RPE1,85,42,11485
K562,PSMD1+ctrl,RPE1,21,18,11485
K562,PSMD11+ctrl,RPE1,16,14,11485
K562,PSMD12+ctrl,RPE1,15,12,11485
K562,PSMD4+ctrl,RPE1,22,21,11485
K562,PSMD6+ctrl,RPE1,26,18,11485
K562,PSTK+ctrl,RPE1,262,54,11485
K562,PTCD1+ctrl,RPE1,71,43,11485
K562,PTGR2+ctrl,RPE1,98,47,11485
K562,PTK2+ctrl,RPE1,75,37,11485
K562,PTPMT1+ctrl,RPE1,100,48,11485
K562,PTPN1+ctrl,RPE1,93,45,11485
K562,PTPN23+ctrl,RPE1,33,25,11485
K562,PUM1+ctrl,RPE1,76,38,11485
K562,PXN+ctrl,RPE1,128,51,11485
K562,PYROXD1+ctrl,RPE1,130,49,11485
K562,QARS+ctrl,RPE1,78,41,11485
K562,RAB18+ctrl,RPE1,45,31,11485
K562,RAB4A+ctrl,RPE1,176,54,11485
K562,RAB4B+ctrl,RPE1,229,55,11485
K562,RAB6A+ctrl,RPE1,83,45,11485
K562,RABGGTA+ctrl,RPE1,189,55,11485
K562,RABGGTB+ctrl,RPE1,105,48,11485
K562,RAC3+ctrl,RPE1,127,50,11485
K562,RAD17+ctrl,RPE1,57,33,11485
K562,RAD21+ctrl,RPE1,31,22,11485
K562,RAD9A+ctrl,RPE1,149,50,11485
K562,RAMAC+ctrl,RPE1,60,33,11485
K562,RAN+ctrl,RPE1,50,36,11485
K562,RANBP2+ctrl,RPE1,35,23,11485
K562,RARS2+ctrl,RPE1,132,51,11485
K562,RBBP4+ctrl,RPE1,48,32,11485
K562,RBM10+ctrl,RPE1,128,49,11485
K562,RBM15+ctrl,RPE1,213,56,11485
K562,RBM17+ctrl,RPE1,40,25,11485
K562,RBM25+ctrl,RPE1,32,25,11485
K562,RBM33+ctrl,RPE1,95,47,11485
K562,RBM39+ctrl,RPE1,41,32,11485
K562,RBM42+ctrl,RPE1,46,29,11485
K562,RBM48+ctrl,RPE1,33,22,11485
K562,RBMX+ctrl,RPE1,23,19,11485
K562,RCL1+ctrl,RPE1,38,29,11485
K562,RELL2+ctrl,RPE1,49,32,11485
K562,RFC2+ctrl,RPE1,77,42,11485
K562,RFC4+ctrl,RPE1,35,26,11485
K562,RFC5+ctrl,RPE1,42,33,11485
K562,RGPD6+ctrl,RPE1,381,56,11485
K562,RINT1+ctrl,RPE1,72,41,11485
K562,RNASEH2C+ctrl,RPE1,129,51,11485
K562,RNF103+ctrl,RPE1,72,42,11485
K562,RNF113A+ctrl,RPE1,59,30,11485
K562,RNF20+ctrl,RPE1,147,52,11485
K562,RNF8+ctrl,RPE1,209,55,11485
K562,RNMT+ctrl,RPE1,69,39,11485
K562,RNPS1+ctrl,RPE1,27,20,11485
K562,RPA1+ctrl,RPE1,64,38,11485
K562,RPAIN+ctrl,RPE1,26,22,11485
K562,RPAP1+ctrl,RPE1,37,28,11485
K562,RPE+ctrl,RPE1,56,33,11485
K562,RPIA+ctrl,RPE1,35,27,11485
K562,RPL10+ctrl,RPE1,71,39,11485
K562,RPL11+ctrl,RPE1,57,33,11485
K562,RPL12+ctrl,RPE1,73,38,11485
K562,RPL14+ctrl,RPE1,42,27,11485
K562,RPL17+ctrl,RPE1,59,32,11485
K562,RPL18+ctrl,RPE1,56,36,11485
K562,RPL21+ctrl,RPE1,27,23,11485
K562,RPL23A+ctrl,RPE1,43,31,11485
K562,RPL26+ctrl,RPE1,49,31,11485
K562,RPL29+ctrl,RPE1,34,26,11485
K562,RPL32+ctrl,RPE1,64,42,11485
K562,RPL34+ctrl,RPE1,31,23,11485
K562,RPL35+ctrl,RPE1,66,42,11485
K562,RPL35A+ctrl,RPE1,96,49,11485
K562,RPL37A+ctrl,RPE1,68,39,11485
K562,RPL38+ctrl,RPE1,27,18,11485
K562,RPL39+ctrl,RPE1,40,30,11485
K562,RPL4+ctrl,RPE1,60,33,11485
K562,RPL5+ctrl,RPE1,57,30,11485
K562,RPL7+ctrl,RPE1,117,47,11485
K562,RPL9+ctrl,RPE1,42,33,11485
K562,RPLP0+ctrl,RPE1,96,46,11485
K562,RPN2+ctrl,RPE1,64,36,11485
K562,RPP21+ctrl,RPE1,124,49,11485
K562,RPP30+ctrl,RPE1,36,22,11485
K562,RPRD1B+ctrl,RPE1,70,37,11485
K562,RPS10+ctrl,RPE1,17,14,11485
K562,RPS15+ctrl,RPE1,40,28,11485
K562,RPS15A+ctrl,RPE1,26,20,11485
K562,RPS19BP1+ctrl,RPE1,25,19,11485
K562,RPS2+ctrl,RPE1,50,31,11485
K562,RPS20+ctrl,RPE1,29,20,11485
K562,RPS24+ctrl,RPE1,32,28,11485
K562,RPS27+ctrl,RPE1,55,35,11485
K562,RPS27A+ctrl,RPE1,65,40,11485
K562,RPS29+ctrl,RPE1,41,29,11485
K562,RPS3+ctrl,RPE1,42,28,11485
K562,RPS3A+ctrl,RPE1,36,25,11485
K562,RPS6+ctrl,RPE1,49,33,11485
K562,RPS8+ctrl,RPE1,33,24,11485
K562,RPTOR+ctrl,RPE1,30,22,11485
K562,RPUSD3+ctrl,RPE1,111,44,11485
K562,RRM2+ctrl,RPE1,191,53,11485
K562,RRN3+ctrl,RPE1,42,29,11485
K562,RRP12+ctrl,RPE1,28,24,11485
K562,RSL1D1+ctrl,RPE1,75,38,11485
K562,RTEL1+ctrl,RPE1,305,56,11485
K562,RTF1+ctrl,RPE1,44,29,11485
K562,RUVBL1+ctrl,RPE1,103,41,11485
K562,RUVBL2+ctrl,RPE1,60,36,11485
K562,SAMD4B+ctrl,RPE1,84,39,11485
K562,SAMM50+ctrl,RPE1,43,27,11485
K562,SAP30BP+ctrl,RPE1,34,25,11485
K562,SARS2+ctrl,RPE1,108,52,11485
K562,SART3+ctrl,RPE1,233,55,11485
K562,SASS6+ctrl,RPE1,49,35,11485
K562,SBDS+ctrl,RPE1,74,42,11485
K562,SBNO1+ctrl,RPE1,156,53,11485
K562,SCAF1+ctrl,RPE1,62,39,11485
K562,SCAP+ctrl,RPE1,78,41,11485
K562,SCFD1+ctrl,RPE1,62,40,11485
K562,SDAD1+ctrl,RPE1,36,27,11485
K562,SDC1+ctrl,RPE1,78,43,11485
K562,SDE2+ctrl,RPE1,53,33,11485
K562,SDHAF2+ctrl,RPE1,190,56,11485
K562,SDHC+ctrl,RPE1,47,35,11485
K562,SEC16A+ctrl,RPE1,210,56,11485
K562,SENP6+ctrl,RPE1,20,19,11485
K562,SEPSECS+ctrl,RPE1,168,50,11485
K562,SETD1A+ctrl,RPE1,78,47,11485
K562,SETD5+ctrl,RPE1,85,44,11485
K562,SETDB1+ctrl,RPE1,121,48,11485
K562,SF1+ctrl,RPE1,29,21,11485
K562,SF3A2+ctrl,RPE1,136,52,11485
K562,SF3B5+ctrl,RPE1,62,35,11485
K562,SFPQ+ctrl,RPE1,76,40,11485
K562,SFSWAP+ctrl,RPE1,29,22,11485
K562,SH3KBP1+ctrl,RPE1,16,14,11485
K562,SHOC2+ctrl,RPE1,55,37,11485
K562,SHQ1+ctrl,RPE1,149,55,11485
K562,SIRT7+ctrl,RPE1,237,56,11485
K562,SKA3+ctrl,RPE1,63,36,11485
K562,SLBP+ctrl,RPE1,35,26,11485
K562,SLC1A5+ctrl,RPE1,1877,56,11485
K562,SLC25A42+ctrl,RPE1,53,38,11485
K562,SLC2A8+ctrl,RPE1,53,34,11485
K562,SLC35B1+ctrl,RPE1,42,24,11485
K562,SLC35G2+ctrl,RPE1,387,56,11485
K562,SLC39A9+ctrl,RPE1,115,49,11485
K562,SLC7A6OS+ctrl,RPE1,106,49,11485
K562,SLU7+ctrl,RPE1,72,39,11485
K562,SMAGP+ctrl,RPE1,170,56,11485
K562,SMARCC1+ctrl,RPE1,76,43,11485
K562,SMC1A+ctrl,RPE1,88,44,11485
K562,SMC3+ctrl,RPE1,21,19,11485
K562,SMC4+ctrl,RPE1,38,25,11485
K562,SMG1+ctrl,RPE1,32,24,11485
K562,SMG5+ctrl,RPE1,462,56,11485
K562,SMG6+ctrl,RPE1,123,48,11485
K562,SMG7+ctrl,RPE1,143,50,11485
K562,SMN2+ctrl,RPE1,424,56,11485
K562,SMNDC1+ctrl,RPE1,79,41,11485
K562,SMU1+ctrl,RPE1,77,42,11485
K562,SNAPC1+ctrl,RPE1,48,34,11485
K562,SNIP1+ctrl,RPE1,46,30,11485
K562,SNRNP200+ctrl,RPE1,95,48,11485
K562,SNRNP40+ctrl,RPE1,217,55,11485
K562,SNRNP70+ctrl,RPE1,39,29,11485
K562,SNRPA+ctrl,RPE1,35,24,11485
K562,SNRPB+ctrl,RPE1,38,27,11485
K562,SNRPC+ctrl,RPE1,96,46,11485
K562,SNRPD1+ctrl,RPE1,42,28,11485
K562,SNRPD2+ctrl,RPE1,20,17,11485
K562,SNRPD3+ctrl,RPE1,34,28,11485
K562,SNRPF+ctrl,RPE1,34,26,11485
K562,SNTB2+ctrl,RPE1,54,39,11485
K562,SNW1+ctrl,RPE1,88,41,11485
K562,SP1+ctrl,RPE1,189,53,11485
K562,SP2+ctrl,RPE1,72,38,11485
K562,SPATA5+ctrl,RPE1,49,30,11485
K562,SPATA5L1+ctrl,RPE1,55,37,11485
K562,SPC24+ctrl,RPE1,69,37,11485
K562,SPCS3+ctrl,RPE1,128,50,11485
K562,SPEN+ctrl,RPE1,104,48,11485
K562,SPG7+ctrl,RPE1,115,50,11485
K562,SRA1+ctrl,RPE1,161,52,11485
K562,SRBD1+ctrl,RPE1,53,38,11485
K562,SRCAP+ctrl,RPE1,110,50,11485
K562,SRP19+ctrl,RPE1,37,26,11485
K562,SRP9+ctrl,RPE1,130,50,11485
K562,SRRM1+ctrl,RPE1,53,36,11485
K562,SRRM2+ctrl,RPE1,56,35,11485
K562,SRSF1+ctrl,RPE1,27,21,11485
K562,SRSF10+ctrl,RPE1,111,49,11485
K562,SRSF3+ctrl,RPE1,25,20,11485
K562,SRSF7+ctrl,RPE1,137,51,11485
K562,SSU72+ctrl,RPE1,226,55,11485
K562,STAG2+ctrl,RPE1,110,49,11485
K562,STAT5B+ctrl,RPE1,173,53,11485
K562,STIL+ctrl,RPE1,68,35,11485
K562,STRAP+ctrl,RPE1,66,40,11485
K562,STX5+ctrl,RPE1,68,40,11485
K562,SUGP1+ctrl,RPE1,27,19,11485
K562,SUMO2+ctrl,RPE1,34,27,11485
K562,SUPT16H+ctrl,RPE1,26,19,11485
K562,SUPT20H+ctrl,RPE1,179,50,11485
K562,SURF6+ctrl,RPE1,33,27,11485
K562,SYNGR3+ctrl,RPE1,77,41,11485
K562,TADA1+ctrl,RPE1,138,50,11485
K562,TADA2A+ctrl,RPE1,117,49,11485
K562,TADA2B+ctrl,RPE1,82,43,11485
K562,TADA3+ctrl,RPE1,60,35,11485
K562,TAF10+ctrl,RPE1,23,18,11485
K562,TAF11+ctrl,RPE1,113,51,11485
K562,TAF13+ctrl,RPE1,182,55,11485
K562,TAF6+ctrl,RPE1,75,40,11485
K562,TAF7+ctrl,RPE1,38,24,11485
K562,TARDBP+ctrl,RPE1,1603,56,11485
K562,TBCB+ctrl,RPE1,37,29,11485
K562,TBCE+ctrl,RPE1,125,50,11485
K562,TBPL1+ctrl,RPE1,100,50,11485
K562,TCERG1+ctrl,RPE1,60,38,11485
K562,TCOF1+ctrl,RPE1,32,25,11485
K562,TELO2+ctrl,RPE1,47,31,11485
K562,TERF2+ctrl,RPE1,61,40,11485
K562,TFAM+ctrl,RPE1,3458,56,11485
K562,TGS1+ctrl,RPE1,60,34,11485
K562,THAP11+ctrl,RPE1,144,52,11485
K562,THOC7+ctrl,RPE1,146,52,11485
K562,THRAP3+ctrl,RPE1,119,50,11485
K562,TIMM10+ctrl,RPE1,108,48,11485
K562,TIMM13+ctrl,RPE1,114,48,11485
K562,TIMM22+ctrl,RPE1,31,25,11485
K562,TIMM23B+ctrl,RPE1,343,56,11485
K562,TIMM44+ctrl,RPE1,50,34,11485
K562,TIMM9+ctrl,RPE1,37,28,11485
K562,TLN1+ctrl,RPE1,29,24,11485
K562,TMED2+ctrl,RPE1,70,40,11485
K562,TMEM214+ctrl,RPE1,687,56,11485
K562,TMEM242+ctrl,RPE1,597,56,11485
K562,TMEM258+ctrl,RPE1,62,37,11485
K562,TMX2+ctrl,RPE1,137,49,11485
K562,TNRC6A+ctrl,RPE1,106,47,11485
K562,TOMM20+ctrl,RPE1,63,39,11485
K562,TOMM22+ctrl,RPE1,103,51,11485
K562,TONSL+ctrl,RPE1,43,31,11485
K562,TOP1+ctrl,RPE1,36,26,11485
K562,TOP3A+ctrl,RPE1,62,38,11485
K562,TOX4+ctrl,RPE1,160,51,11485
K562,TP53I13+ctrl,RPE1,141,52,11485
K562,TP53RK+ctrl,RPE1,85,44,11485
K562,TPR+ctrl,RPE1,116,51,11485
K562,TPRKB+ctrl,RPE1,126,48,11485
K562,TPX2+ctrl,RPE1,25,17,11485
K562,TRA2B+ctrl,RPE1,90,45,11485
K562,TRAIP+ctrl,RPE1,59,33,11485
K562,TRAPPC1+ctrl,RPE1,76,37,11485
K562,TRAPPC11+ctrl,RPE1,230,53,11485
K562,TRAPPC3+ctrl,RPE1,73,39,11485
K562,TRAPPC4+ctrl,RPE1,24,19,11485
K562,TRAPPC5+ctrl,RPE1,101,45,11485
K562,TRAPPC8+ctrl,RPE1,32,25,11485
K562,TREX2+ctrl,RPE1,384,56,11485
K562,TRIAP1+ctrl,RPE1,37,26,11485
K562,TRMT112+ctrl,RPE1,58,38,11485
K562,TRMT5+ctrl,RPE1,59,36,11485
K562,TRNT1+ctrl,RPE1,347,56,11485
K562,TSEN2+ctrl,RPE1,85,43,11485
K562,TSEN54+ctrl,RPE1,73,38,11485
K562,TSG101+ctrl,RPE1,54,39,11485
K562,TSPYL5+ctrl,RPE1,47,29,11485
K562,TSR1+ctrl,RPE1,145,51,11485
K562,TTC1+ctrl,RPE1,116,47,11485
K562,TTC4+ctrl,RPE1,124,50,11485
K562,TTF2+ctrl,RPE1,66,43,11485
K562,TTI1+ctrl,RPE1,80,45,11485
K562,TTK+ctrl,RPE1,76,40,11485
K562,TUBA1B+ctrl,RPE1,197,53,11485
K562,TUBB2A+ctrl,RPE1,149,51,11485
K562,TUBGCP2+ctrl,RPE1,154,52,11485
K562,TUBGCP3+ctrl,RPE1,69,37,11485
K562,TUBGCP4+ctrl,RPE1,95,45,11485
K562,TUBGCP5+ctrl,RPE1,94,45,11485
K562,TUBGCP6+ctrl,RPE1,31,26,11485
K562,TXNL4A+ctrl,RPE1,23,19,11485
K562,TYK2+ctrl,RPE1,58,35,11485
K562,U2AF1+ctrl,RPE1,83,43,11485
K562,U2SURP+ctrl,RPE1,35,26,11485
K562,UBA1+ctrl,RPE1,61,37,11485
K562,UBA3+ctrl,RPE1,59,38,11485
K562,UBA5+ctrl,RPE1,68,38,11485
K562,UBA52+ctrl,RPE1,110,44,11485
K562,UBAP1+ctrl,RPE1,30,22,11485
K562,UBE2L3+ctrl,RPE1,118,51,11485
K562,UBE2N+ctrl,RPE1,103,47,11485
K562,UBE3C+ctrl,RPE1,84,46,11485
K562,UBE3D+ctrl,RPE1,143,49,11485
K562,UBL5+ctrl,RPE1,114,48,11485
K562,UBQLN4+ctrl,RPE1,46,32,11485
K562,UBR4+ctrl,RPE1,72,41,11485
K562,UBR5+ctrl,RPE1,102,50,11485
K562,UBTF+ctrl,RPE1,132,51,11485
K562,UCHL5+ctrl,RPE1,84,41,11485
K562,UFM1+ctrl,RPE1,43,31,11485
K562,UHRF1+ctrl,RPE1,103,46,11485
K562,UNC45A+ctrl,RPE1,82,43,11485
K562,UPF1+ctrl,RPE1,46,30,11485
K562,UPF2+ctrl,RPE1,104,46,11485
K562,UPF3A+ctrl,RPE1,31,24,11485
K562,UQCRB+ctrl,RPE1,98,48,11485
K562,UQCRFS1+ctrl,RPE1,27,21,11485
K562,UQCRQ+ctrl,RPE1,63,38,11485
K562,URB1+ctrl,RPE1,27,23,11485
K562,URM1+ctrl,RPE1,64,39,11485
K562,UROD+ctrl,RPE1,239,55,11485
K562,USP10+ctrl,RPE1,75,35,11485
K562,USP14+ctrl,RPE1,171,48,11485
K562,USP39+ctrl,RPE1,98,44,11485
K562,USP7+ctrl,RPE1,38,28,11485
K562,USP8+ctrl,RPE1,45,30,11485
K562,USPL1+ctrl,RPE1,36,23,11485
K562,UTP20+ctrl,RPE1,31,25,11485
K562,UTP23+ctrl,RPE1,48,33,11485
K562,UXT+ctrl,RPE1,62,33,11485
K562,VCP+ctrl,RPE1,16,15,11485
K562,VHL+ctrl,RPE1,61,37,11485
K562,VPS13D+ctrl,RPE1,94,47,11485
K562,VPS18+ctrl,RPE1,78,43,11485
K562,VPS25+ctrl,RPE1,101,47,11485
K562,VPS33A+ctrl,RPE1,64,36,11485
K562,VPS41+ctrl,RPE1,246,56,11485
K562,VPS54+ctrl,RPE1,230,55,11485
K562,WAC+ctrl,RPE1,91,46,11485
K562,WARS+ctrl,RPE1,57,37,11485
K562,WBP11+ctrl,RPE1,109,47,11485
K562,WDHD1+ctrl,RPE1,40,30,11485
K562,WDR1+ctrl,RPE1,26,23,11485
K562,WDR12+ctrl,RPE1,41,29,11485
K562,WDR18+ctrl,RPE1,68,39,11485
K562,WDR24+ctrl,RPE1,44,30,11485
K562,WDR25+ctrl,RPE1,38,27,11485
K562,WDR26+ctrl,RPE1,46,28,11485
K562,WDR33+ctrl,RPE1,32,25,11485
K562,WDR4+ctrl,RPE1,140,53,11485
K562,WDR44+ctrl,RPE1,89,44,11485
K562,WDR61+ctrl,RPE1,59,33,11485
K562,WDTC1+ctrl,RPE1,70,40,11485
K562,WEE1+ctrl,RPE1,67,37,11485
K562,WNK1+ctrl,RPE1,97,47,11485
K562,WTAP+ctrl,RPE1,351,56,11485
K562,XPO5+ctrl,RPE1,162,51,11485
K562,XRCC5+ctrl,RPE1,54,32,11485
K562,XRN1+ctrl,RPE1,48,31,11485
K562,YARS+ctrl,RPE1,85,46,11485
K562,YBX3+ctrl,RPE1,48,34,11485
K562,YEATS2+ctrl,RPE1,69,39,11485
K562,YKT6+ctrl,RPE1,51,33,11485
K562,YPEL5+ctrl,RPE1,73,42,11485
K562,YTHDC1+ctrl,RPE1,184,52,11485
K562,YY1+ctrl,RPE1,62,40,11485
K562,ZBTB14+ctrl,RPE1,58,37,11485
K562,ZBTB17+ctrl,RPE1,282,56,11485
K562,ZBTB44+ctrl,RPE1,76,41,11485
K562,ZC3H13+ctrl,RPE1,102,46,11485
K562,ZC3H18+ctrl,RPE1,59,36,11485
K562,ZC3H3+ctrl,RPE1,102,46,11485
K562,ZC3H4+ctrl,RPE1,69,42,11485
K562,ZCRB1+ctrl,RPE1,75,39,11485
K562,ZDHHC7+ctrl,RPE1,388,56,11485
K562,ZFC3H1+ctrl,RPE1,83,41,11485
K562,ZMAT2+ctrl,RPE1,192,52,11485
K562,ZMAT5+ctrl,RPE1,50,36,11485
K562,ZNF236+ctrl,RPE1,101,46,11485
K562,ZNF292+ctrl,RPE1,129,49,11485
K562,ZNF559+ctrl,RPE1,57,38,11485
K562,ZNF574+ctrl,RPE1,154,53,11485
K562,ZNF718+ctrl,RPE1,400,56,11485
K562,ZNF720+ctrl,RPE1,66,40,11485
K562,ZNF787+ctrl,RPE1,34,27,11485
K562,ZNF84+ctrl,RPE1,63,37,11485
K562,ZNHIT1+ctrl,RPE1,34,27,11485
K562,ZNHIT2+ctrl,RPE1,79,43,11485
K562,ZNHIT3+ctrl,RPE1,75,43,11485
K562,ZRSR2+ctrl,RPE1,216,55,11485
K562,ZWINT+ctrl,RPE1,49,36,11485
K562,AAAS+ctrl,hepg2,38,26,4976
K562,AARS+ctrl,hepg2,51,33,4976
K562,AASDHPPT+ctrl,hepg2,25,18,4976
K562,ABCE1+ctrl,hepg2,23,21,4976
K562,ABCF1+ctrl,hepg2,64,41,4976
K562,ABHD11+ctrl,hepg2,33,22,4976
K562,ABHD17A+ctrl,hepg2,30,23,4976
K562,ABT1+ctrl,hepg2,99,49,4976
K562,ACIN1+ctrl,hepg2,35,23,4976
K562,ACSS2+ctrl,hepg2,32,24,4976
K562,ACTB+ctrl,hepg2,40,25,4976
K562,ACTR10+ctrl,hepg2,23,19,4976
K562,ACTR1B+ctrl,hepg2,42,32,4976
K562,ACTR6+ctrl,hepg2,51,33,4976
K562,ADAT2+ctrl,hepg2,29,21,4976
K562,AFG3L2+ctrl,hepg2,30,25,4976
K562,AHCTF1+ctrl,hepg2,50,35,4976
K562,AIFM1+ctrl,hepg2,37,27,4976
K562,AKIRIN2+ctrl,hepg2,75,41,4976
K562,ALG1+ctrl,hepg2,26,19,4976
K562,ALG13+ctrl,hepg2,30,23,4976
K562,ANAPC10+ctrl,hepg2,34,25,4976
K562,ANAPC13+ctrl,hepg2,54,32,4976
K562,ANAPC5+ctrl,hepg2,57,33,4976
K562,ANKRD17+ctrl,hepg2,17,12,4976
K562,ANKRD39+ctrl,hepg2,31,26,4976
K562,ANKRD49+ctrl,hepg2,42,32,4976
K562,AP2A1+ctrl,hepg2,28,23,4976
K562,AP2M1+ctrl,hepg2,27,23,4976
K562,ARF4+ctrl,hepg2,21,17,4976
K562,ARFRP1+ctrl,hepg2,31,23,4976
K562,ARGLU1+ctrl,hepg2,36,25,4976
K562,ARID3A+ctrl,hepg2,17,15,4976
K562,ARL2+ctrl,hepg2,74,40,4976
K562,ARL4D+ctrl,hepg2,38,26,4976
K562,ARL6IP6+ctrl,hepg2,43,28,4976
K562,ARPC3+ctrl,hepg2,30,22,4976
K562,ARRB2+ctrl,hepg2,35,24,4976
K562,ASCC3+ctrl,hepg2,55,33,4976
K562,ASF1B+ctrl,hepg2,44,26,4976
K562,ATP11B+ctrl,hepg2,62,35,4976
K562,ATP2A2+ctrl,hepg2,54,32,4976
K562,ATP5F1A+ctrl,hepg2,23,18,4976
K562,ATP5ME+ctrl,hepg2,31,23,4976
K562,ATP5MF+ctrl,hepg2,55,33,4976
K562,ATP5PD+ctrl,hepg2,44,26,4976
K562,ATP6V0B+ctrl,hepg2,51,32,4976
K562,ATP6V0D1+ctrl,hepg2,49,33,4976
K562,ATP6V1A+ctrl,hepg2,43,31,4976
K562,ATP6V1D+ctrl,hepg2,25,20,4976
K562,ATP6V1E1+ctrl,hepg2,26,21,4976
K562,ATP6V1F+ctrl,hepg2,35,24,4976
K562,ATP6V1G1+ctrl,hepg2,63,36,4976
K562,ATR+ctrl,hepg2,96,45,4976
K562,ATRIP+ctrl,hepg2,40,30,4976
K562,AURKAIP1+ctrl,hepg2,54,34,4976
K562,BANF1+ctrl,hepg2,23,19,4976
K562,BARD1+ctrl,hepg2,47,30,4976
K562,BCR+ctrl,hepg2,41,25,4976
K562,BCS1L+ctrl,hepg2,36,27,4976
K562,BDP1+ctrl,hepg2,22,18,4976
K562,BET1+ctrl,hepg2,36,25,4976
K562,BOD1L1+ctrl,hepg2,36,26,4976
K562,BRCA1+ctrl,hepg2,44,31,4976
K562,BRF1+ctrl,hepg2,62,35,4976
K562,BRF2+ctrl,hepg2,46,28,4976
K562,BRIP1+ctrl,hepg2,58,34,4976
K562,BRIX1+ctrl,hepg2,89,46,4976
K562,BRK1+ctrl,hepg2,27,19,4976
K562,BTF3L4+ctrl,hepg2,72,37,4976
K562,BUB3+ctrl,hepg2,14,13,4976
K562,BUD23+ctrl,hepg2,28,24,4976
K562,BYSL+ctrl,hepg2,41,30,4976
K562,C17orf58+ctrl,hepg2,56,35,4976
K562,C1D+ctrl,hepg2,28,22,4976
K562,C7orf50+ctrl,hepg2,7,7,4976
K562,C9orf78+ctrl,hepg2,41,24,4976
K562,CA5A+ctrl,hepg2,61,33,4976
K562,CABIN1+ctrl,hepg2,56,37,4976
K562,CALR+ctrl,hepg2,79,41,4976
K562,CAMLG+ctrl,hepg2,25,23,4976
K562,CARS+ctrl,hepg2,23,21,4976
K562,CASC3+ctrl,hepg2,30,22,4976
K562,CAST+ctrl,hepg2,13,13,4976
K562,CBX1+ctrl,hepg2,47,34,4976
K562,CCAR1+ctrl,hepg2,23,17,4976
K562,CCDC115+ctrl,hepg2,65,37,4976
K562,CCDC137+ctrl,hepg2,24,20,4976
K562,CCDC59+ctrl,hepg2,100,43,4976
K562,CCDC6+ctrl,hepg2,396,55,4976
K562,CCNB1+ctrl,hepg2,40,31,4976
K562,CCND1+ctrl,hepg2,16,15,4976
K562,CCND3+ctrl,hepg2,38,28,4976
K562,CCNH+ctrl,hepg2,92,44,4976
K562,CCNL1+ctrl,hepg2,28,20,4976
K562,CCNQ+ctrl,hepg2,26,18,4976
K562,CCP110+ctrl,hepg2,42,29,4976
K562,CCT4+ctrl,hepg2,81,42,4976
K562,CCT7+ctrl,hepg2,107,49,4976
K562,CD2BP2+ctrl,hepg2,31,22,4976
K562,CD3EAP+ctrl,hepg2,90,45,4976
